t;vc_A_capital;vc_A_cuprum;vc_A_habitat;vc_A_planvital;vc_A_provida;vc_A_modelo;vc_A_santa maria;vc_A_magister;vp_A_capital;vp_A_cuprum;vp_A_habitat;vp_A_planvital;vp_A_provida;vp_A_modelo;vp_A_santa maria;vp_A_magister;vp_A_total;uf;ret_vc_A_capital;ret_vc_A_cuprum;ret_vc_A_habitat;ret_vc_A_planvital;ret_vc_A_provida;ret_vc_A_modelo;ret_vc_A_sm;ret_vc_A_magister;pond_vp_A_capital;pond_vp_A_cuprum;pond_vp_A_habitat;pond_vp_A_planvital;pond_vp_A_provida;pond_vp_A_modelo;pond_vp_A_sm;pond_vp_A_magister;ret_pond_A;ret_anual_pond_A;ds_anual_pond_A;ret_riesgo_A
07-06-2007;25075.70000000000000000000;24853.39000000000000000000;24037.98000000000000000000;23008.31000000000000000000;24989.72000000000000000000;;23921.29000000000000000000;;1805089168513.00000000000000000000;2628357178719.00000000000000000000;2384625688747.00000000000000000000;281892213970.00000000000000000000;2963222788839.00000000000000000000;;1044027138746.00000000000000000000;;11107214177534.00000000000000000000;18539.20000000000000000000;-0.00203703342830705000;-0.00057690039227983400;-0.00202230169587776000;-0.00230230814348957000;-0.00222229806306005000;;-0.00221062637493648000;;0.16251502308869300000;0.23663513971264200000;0.21469160949198800000;0.02537920035252130000;0.26678361841915000000;0.00000000000000000000;0.09399540893500560000;0.00000000000000000000;-0.00176082683375810000;0.00093068651367583600;0.00491055162163033000;0.18952789531348900000
08-06-2007;24934.76000000000000000000;24709.58000000000000000000;23910.18000000000000000000;22879.10000000000000000000;24850.41000000000000000000;;23783.08000000000000000000;;1795919579021.00000000000000000000;2614067511201.00000000000000000000;2372141368355.00000000000000000000;280771418397.00000000000000000000;2945421866218.00000000000000000000;;1038035498856.00000000000000000000;;11046357242048.00000000000000000000;18542.78000000000000000000;-0.00582952148172287000;-0.00599622475944703000;-0.00552385554034252000;-0.00582471064751188000;-0.00578337460063156000;;-0.00598753961187090000;;0.16258025516184000000;0.23664520836340000000;0.21474421987055000000;0.02541755732181490000;0.26664191657737100000;0.00000000000000000000;0.09397084270502440000;0.00000000000000000000;-0.00580575314387215000;0.00088110034350669100;0.00491575368862131000;0.17924013270766800000
11-06-2007;24706.59000000000000000000;24491.21000000000000000000;23693.18000000000000000000;22679.19000000000000000000;24627.35000000000000000000;;23576.64000000000000000000;;1780278819619.00000000000000000000;2593054164330.00000000000000000000;2352281611471.00000000000000000000;278397758007.00000000000000000000;2915534851327.00000000000000000000;;1032457399006.00000000000000000000;;10952004603760.00000000000000000000;18553.75000000000000000000;-0.00978423425590629000;-0.00946817502112910000;-0.00970849665402718000;-0.00936749613487558000;-0.00960806742090253000;;-0.00930944216110069000;;0.16255278225575300000;0.23676525514240200000;0.21478091879758900000;0.02541979921296070000;0.26621015574866100000;0.00000000000000000000;0.09427108884263440000;0.00000000000000000000;-0.00959088545112875000;0.00086507666796501800;0.00494336690911510000;0.17499746303878400000
12-06-2007;24812.38000000000000000000;24575.98000000000000000000;23789.87000000000000000000;22761.17000000000000000000;24726.29000000000000000000;;23678.10000000000000000000;;1788918727814.00000000000000000000;2604303364803.00000000000000000000;2364805906945.00000000000000000000;279390355998.00000000000000000000;2928071211194.00000000000000000000;;1036976776386.00000000000000000000;;11002466343140.00000000000000000000;18557.45000000000000000000;0.00407331177487316000;0.00325586477704226000;0.00387321608231930000;0.00340884925555799000;0.00381003536320863000;;0.00409477827217526000;;0.16259251989708500000;0.23670177972657700000;0.21493416414033800000;0.02539342973516110000;0.26612862242652000000;0.00000000000000000000;0.09424948407431860000;0.00000000000000000000;0.00375189805047334000;0.00092165770418081500;0.00489469969403976000;0.18829708905392300000
13-06-2007;24899.90000000000000000000;24645.92000000000000000000;23868.50000000000000000000;22835.33000000000000000000;24814.05000000000000000000;;23746.57000000000000000000;;1796875421034.00000000000000000000;2614451894653.00000000000000000000;2373989596735.00000000000000000000;281199495899.00000000000000000000;2943047402663.00000000000000000000;;1040139062659.00000000000000000000;;11049702873643.00000000000000000000;18561.15000000000000000000;0.00332170426672804000;0.00264246541704417000;0.00310037720377805000;0.00305352315220906000;0.00334361398144041000;;0.00268816772015676000;;0.16261753294019400000;0.23660834364055900000;0.21484646455043700000;0.02544860247507190000;0.26634629331826600000;0.00000000000000000000;0.09413276307547210000;0.00000000000000000000;0.00305281354167242000;0.00098492179816264300;0.00481873386718418000;0.20439431296880900000
14-06-2007;24887.75000000000000000000;24616.24000000000000000000;23844.95000000000000000000;22806.41000000000000000000;24792.83000000000000000000;;23721.15000000000000000000;;1797369857745.00000000000000000000;2614954356525.00000000000000000000;2375114428109.00000000000000000000;280883752244.00000000000000000000;2949424625886.00000000000000000000;;1039028746355.00000000000000000000;;11056775766864.00000000000000000000;18564.85000000000000000000;-0.00068739408612751600;-0.00140430305042545000;-0.00118646434950829000;-0.00146658246476578000;-0.00105484777473264000;;-0.00127036498163891000;;0.16255822634402400000;0.23650243178140100000;0.21481076203308500000;0.02540376671884580000;0.26675268523805300000;0.00000000000000000000;0.09397212788459190000;0.00000000000000000000;-0.00113674705661774000;0.00102904024860072000;0.00474781179348526000;0.21673989900204600000
15-06-2007;25022.30000000000000000000;24756.83000000000000000000;23970.07000000000000000000;22945.87000000000000000000;24929.32000000000000000000;;23850.21000000000000000000;;1812916592092.00000000000000000000;2642527713005.00000000000000000000;2401528154890.00000000000000000000;276898692306.00000000000000000000;2971128260875.00000000000000000000;;1059320121582.00000000000000000000;;11164319534750.00000000000000000000;18568.55000000000000000000;0.00519243121931425000;0.00549574130231646000;0.00503423237672934000;0.00589704557668033000;0.00529084081306593000;;0.00522668556928442000;;0.16238487141550600000;0.23669402374053200000;0.21510743645548800000;0.02480211099692430000;0.26612712504573900000;0.00000000000000000000;0.09488443234581080000;0.00000000000000000000;0.00527710874613822000;0.00109779685726855000;0.00468368100070506000;0.23438762313302100000
18-06-2007;25263.40000000000000000000;24956.05000000000000000000;24189.29000000000000000000;23162.87000000000000000000;25165.99000000000000000000;;24080.62000000000000000000;;1833503540955.00000000000000000000;2670291645985.00000000000000000000;2428417070255.00000000000000000000;280318908767.00000000000000000000;3009083694923.00000000000000000000;;1073940192601.00000000000000000000;;11295555053486.00000000000000000000;18579.66000000000000000000;0.00899113616505970000;0.00741672264669558000;0.00850585987539023000;0.00881445710928599000;0.00885071443333495000;;0.00901620070520177000;;0.16232080072852600000;0.23640198585556900000;0.21498873306854900000;0.02481674494433000000;0.26639538125170300000;0.00000000000000000000;0.09507635415132290000;0.00000000000000000000;0.00847520349332853000;0.00120570332951746000;0.00453884003626816000;0.26564129158180100000
19-06-2007;25433.62000000000000000000;25114.75000000000000000000;24357.30000000000000000000;23296.70000000000000000000;25348.29000000000000000000;;24217.51000000000000000000;;1848396672924.00000000000000000000;2688857694922.00000000000000000000;2449126750210.00000000000000000000;288086352273.00000000000000000000;3034594345118.00000000000000000000;;1080029683607.00000000000000000000;;11389091499054.00000000000000000000;18583.37000000000000000000;0.00651555204079642000;0.00613938437650987000;0.00672196524805323000;0.00556149326722538000;0.00701813153989512000;;0.00546889683280641000;;0.16229535719135600000;0.23609062190301500000;0.21504145000621200000;0.02529493702785060000;0.26644744625768100000;0.00000000000000000000;0.09483018761388560000;0.00000000000000000000;0.00648165343612137000;0.00121818294052574000;0.00454906951251449000;0.26778727763436300000
20-06-2007;25466.60000000000000000000;25142.21000000000000000000;24388.27000000000000000000;23324.49000000000000000000;25372.16000000000000000000;;24245.48000000000000000000;;1852128568230.00000000000000000000;2693737083279.00000000000000000000;2452885535178.00000000000000000000;288534138147.00000000000000000000;3039013676172.00000000000000000000;;1082242495466.00000000000000000000;;11408541496472.00000000000000000000;18587.07000000000000000000;0.00109678591575706000;0.00089370114555314000;0.00107159681462651000;0.00099307897498970400;0.00074215484754102300;;0.00095520008711400100;;0.16234578002830200000;0.23611581586586000000;0.21500430497066900000;0.02529106268634140000;0.26638056031192000000;0.00000000000000000000;0.09486247613690800000;0.00000000000000000000;0.00093289776068268600;0.00114924002123542000;0.00441992106660054000;0.26001369796391600000
21-06-2007;25557.73000000000000000000;25262.62000000000000000000;24479.41000000000000000000;23399.32000000000000000000;25454.90000000000000000000;;24323.37000000000000000000;;1859468087372.00000000000000000000;2707598795676.00000000000000000000;2465895687552.00000000000000000000;290278875183.00000000000000000000;3051022758615.00000000000000000000;;1085773996428.00000000000000000000;;11460038200826.00000000000000000000;18590.78000000000000000000;0.00337244402100590000;0.00457814462401754000;0.00353049584076396000;0.00300349936684282000;0.00305616772635298000;;0.00300782711638165000;;0.16225670933958800000;0.23626437785179900000;0.21517342650518100000;0.02532966034633970000;0.26623146495228000000;0.00000000000000000000;0.09474436100481250000;0.00000000000000000000;0.00356322333580286000;0.00114142466130783000;0.00441389009715046000;0.25859834209390800000
22-06-2007;25497.37000000000000000000;25189.67000000000000000000;24415.71000000000000000000;23331.95000000000000000000;25382.48000000000000000000;;24259.21000000000000000000;;1857060474731.00000000000000000000;2703299475410.00000000000000000000;2459505508380.00000000000000000000;289510802516.00000000000000000000;3044556883379.00000000000000000000;;1083269839859.00000000000000000000;;11437202984275.00000000000000000000;18594.49000000000000000000;-0.00256404671154432000;-0.00309138437833498000;-0.00280511985059298000;-0.00308283758105699000;-0.00304862797502803000;;-0.00284081886079778000;;0.16237015966965600000;0.23636019043526300000;0.21504431737039000000;0.02531307723698250000;0.26619767853774700000;0.00000000000000000000;0.09471457674996120000;0.00000000000000000000;-0.00290887070923849000;0.00113781588934225000;0.00441684213177164000;0.25760845767106000000
25-06-2007;25565.86000000000000000000;25257.83000000000000000000;24482.11000000000000000000;23394.25000000000000000000;25451.03000000000000000000;;24332.82000000000000000000;;1862972462924.00000000000000000000;2713952383131.00000000000000000000;2468854477350.00000000000000000000;290295265619.00000000000000000000;3048647006593.00000000000000000000;;1090726543843.00000000000000000000;;11475448139460.00000000000000000000;18605.62000000000000000000;0.00208417277231750000;0.00210383147327310000;0.00211748382088206000;0.00206821441752099000;0.00209865609666171000;;0.00243133192762883000;;0.16234420131427400000;0.23650077540751400000;0.21514231490973200000;0.02529707442280860000;0.26566692381361400000;0.00000000000000000000;0.09504871013205820000;0.00000000000000000000;0.00213242975689630000;0.00115216622154170000;0.00441421098408304000;0.26101294788496300000
26-06-2007;25555.25000000000000000000;25247.72000000000000000000;24465.57000000000000000000;23370.13000000000000000000;25430.00000000000000000000;;24308.12000000000000000000;;1863552326499.00000000000000000000;2719598087244.00000000000000000000;2470515849601.00000000000000000000;290782908099.00000000000000000000;3048464162959.00000000000000000000;;1090264206847.00000000000000000000;;11483177541249.00000000000000000000;18609.33000000000000000000;-0.00061447495241195300;-0.00059973428404123800;-0.00087520591887027700;-0.00123093668790178000;-0.00102601649449940000;;-0.00121498769822929000;;0.16228542315965100000;0.23683323518032100000;0.21514218000432400000;0.02532251261068390000;0.26547217893379600000;0.00000000000000000000;0.09494447011122450000;0.00000000000000000000;-0.00084895665516881200;0.00112689073827851000;0.00440747413178973000;0.25567722114364800000
27-06-2007;25507.61000000000000000000;25202.22000000000000000000;24419.30000000000000000000;23319.80000000000000000000;25381.38000000000000000000;;24250.39000000000000000000;;1859595668561.00000000000000000000;2715231490797.00000000000000000000;2466431296847.00000000000000000000;290228193470.00000000000000000000;3044626410868.00000000000000000000;;1087835508200.00000000000000000000;;11463948568743.00000000000000000000;18613.04000000000000000000;-0.00206527847143476000;-0.00200311123215099000;-0.00209236230928000000;-0.00235526859913993000;-0.00211308759633702000;;-0.00257709367172051000;;0.16221249226739200000;0.23684958760197200000;0.21514675175461300000;0.02531659940112790000;0.26558269976623200000;0.00000000000000000000;0.09489186920866300000;0.00000000000000000000;-0.00212498712758842000;0.00111084995188887000;0.00441199831921736000;0.25177932345312400000
28-06-2007;25421.73000000000000000000;25136.06000000000000000000;24354.51000000000000000000;23257.02000000000000000000;25291.51000000000000000000;;24188.08000000000000000000;;1854772459714.00000000000000000000;2708158600482.00000000000000000000;2462848058909.00000000000000000000;290007205954.00000000000000000000;3036194434352.00000000000000000000;;1085082842973.00000000000000000000;;11437063602384.00000000000000000000;18616.75000000000000000000;-0.00357182168459018000;-0.00282792011357144000;-0.00285605802230110000;-0.00289506593560521000;-0.00374637080014162000;;-0.00277205266104380000;;0.16217208579021800000;0.23678792867056300000;0.21533919409136000000;0.02535678877343560000;0.26546975166939900000;0.00000000000000000000;0.09487425100502370000;0.00000000000000000000;-0.00319484247295202000;0.00109118353254355000;0.00442021444731180000;0.24686212525439000000
29-06-2007;25423.29000000000000000000;25141.79000000000000000000;24353.70000000000000000000;23250.57000000000000000000;25296.51000000000000000000;;24184.37000000000000000000;;1854040404542.00000000000000000000;2708198055749.00000000000000000000;2461474994568.00000000000000000000;289326832161.00000000000000000000;3037430389962.00000000000000000000;;1083992620717.00000000000000000000;;11434463297699.00000000000000000000;18620.46000000000000000000;-0.00013790010787766600;0.00002867032559003110;-0.00023252232974840100;-0.00047663713164540300;-0.00000158778911884019;;-0.00035265614869499000;;0.16214494342861700000;0.23684522703343500000;0.21526808302960200000;0.02530305311480800000;0.26563821238319400000;0.00000000000000000000;0.09480048101034490000;0.00000000000000000000;-0.00011153813625287100;0.00109846973976969000;0.00441670918284492000;0.24870773562277800000
03-07-2007;25620.56000000000000000000;25299.59000000000000000000;24520.79000000000000000000;23425.16000000000000000000;25491.59000000000000000000;;24361.17000000000000000000;;1869870999744.00000000000000000000;2729289032798.00000000000000000000;2487990460623.00000000000000000000;286341840963.00000000000000000000;3079358778043.00000000000000000000;;1104714077729.00000000000000000000;;11557565189900.00000000000000000000;18635.32000000000000000000;0.00693174250805553000;0.00545905955876108000;0.00603981183260027000;0.00668328193925308000;0.00688442368181278000;;0.00648618590383341000;;0.16178762300021900000;0.23614740543995300000;0.21526942913523200000;0.02477527370671720000;0.26643663500457800000;0.00000000000000000000;0.09558363371330100000;0.00000000000000000000;0.00633061577652013000;0.00110214761917740000;0.00442069588555417000;0.24931541271114600000
04-07-2007;25859.73000000000000000000;25517.44000000000000000000;24740.92000000000000000000;23638.47000000000000000000;25748.81000000000000000000;;24614.05000000000000000000;;1889675510068.00000000000000000000;2755652292504.00000000000000000000;2514552341387.00000000000000000000;296215270069.00000000000000000000;3113022921371.00000000000000000000;;1116202871396.00000000000000000000;;11685321206795.00000000000000000000;18639.04000000000000000000;0.00909217728747195000;0.00837434888340289000;0.00873762285572117000;0.00886521020731237000;0.00984021759083118000;;0.01012734585411960000;;0.16171361288461300000;0.23582169832880500000;0.21518897913775700000;0.02534934768389180000;0.26640456571795200000;0.00000000000000000000;0.09552179624698120000;0.00000000000000000000;0.00913901061353128000;0.00108274938622292000;0.00437431932410588000;0.24752408454868300000
05-07-2007;25940.09000000000000000000;25581.98000000000000000000;24835.22000000000000000000;23725.74000000000000000000;25834.87000000000000000000;;24668.65000000000000000000;;1897461378355.00000000000000000000;2763495348068.00000000000000000000;2528042908485.00000000000000000000;298211503427.00000000000000000000;3127964579082.00000000000000000000;;1118645077684.00000000000000000000;;11733820795101.00000000000000000000;18642.75000000000000000000;0.00290369119420263000;0.00232703263271940000;0.00360522919166065000;0.00348604032617762000;0.00313769256419080000;;0.00201676381753630000;;0.16170874018693100000;0.23551538721486100000;0.21544925158056700000;0.02541469727844370000;0.26657681531901000000;0.00000000000000000000;0.09533510842018710000;0.00000000000000000000;0.00291164931558773000;0.00106449177281171000;0.00435701895562734000;0.24431653468866900000
06-07-2007;25957.82000000000000000000;25616.27000000000000000000;24851.44000000000000000000;23735.71000000000000000000;25847.09000000000000000000;;24691.84000000000000000000;;1900577035871.00000000000000000000;2768026556140.00000000000000000000;2530628653937.00000000000000000000;298350954208.00000000000000000000;3133766357990.00000000000000000000;;1119632297982.00000000000000000000;;11750981856128.00000000000000000000;18646.47000000000000000000;0.00048374306474997300;0.00113997763799600000;0.00045337009295721000;0.00022060897794420700;0.00027337081981973200;;0.00074009649906463600;;0.16173772193171000000;0.23555704451169000000;0.21535465588497200000;0.02538944897208000000;0.26668123535190200000;0.00000000000000000000;0.09527989334764610000;0.00000000000000000000;0.00059342494869084600;0.00103734245129449000;0.00433861080147573000;0.23909553051904300000
09-07-2007;25944.25000000000000000000;25594.77000000000000000000;24828.17000000000000000000;23730.87000000000000000000;25842.85000000000000000000;;24679.43000000000000000000;;1900560072475.00000000000000000000;2767409780631.00000000000000000000;2530228303073.00000000000000000000;298291990851.00000000000000000000;3135135081070.00000000000000000000;;1119262914974.00000000000000000000;;11750888143074.00000000000000000000;18657.63000000000000000000;-0.00112123353617056000;-0.00143798841812533000;-0.00153512858484565000;-0.00080225862838807400;-0.00076238080478861700;;-0.00110104720370107000;;0.16173756820204200000;0.23550643550820600000;0.21532230349450800000;0.02538463367356740000;0.26679984039486000000;0.00000000000000000000;0.09524921872681560000;0.00000000000000000000;-0.00117919053959548000;0.00102395574577954000;0.00434027249687501000;0.23591969087581300000
10-07-2007;25991.03000000000000000000;25637.94000000000000000000;24864.33000000000000000000;23763.80000000000000000000;25890.23000000000000000000;;24718.56000000000000000000;;1905141683565.00000000000000000000;2774002454080.00000000000000000000;2533913827207.00000000000000000000;298865941010.00000000000000000000;3138130475735.00000000000000000000;;1125157218510.00000000000000000000;;11775211600107.00000000000000000000;18663.02000000000000000000;0.00151262526432116000;0.00139640373898146000;0.00116650252886281000;0.00109783400529698000;0.00154286237977947000;;0.00129542718607225000;;0.16179256460645600000;0.23557983909646200000;0.21519051319502200000;0.02538094016138820000;0.26650310689164000000;0.00000000000000000000;0.09555303604903170000;0.00000000000000000000;0.00138754004429796000;0.00105787438209157000;0.00430961718809770000;0.24546829472771000000
11-07-2007;26078.28000000000000000000;25717.56000000000000000000;24929.11000000000000000000;23847.10000000000000000000;25971.15000000000000000000;;24822.17000000000000000000;;1913147768199.00000000000000000000;2788556463210.00000000000000000000;2542748806160.00000000000000000000;299981179776.00000000000000000000;3149909565157.00000000000000000000;;1129893931565.00000000000000000000;;11824237714067.00000000000000000000;18668.42000000000000000000;0.00306200508009305000;0.00281144106301212000;0.00231265025241995000;0.00320990189540381000;0.00283132870708603000;;0.00389352659353800000;;0.16179882496128900000;0.23583393117110000000;0.21504547419026900000;0.02537002274735390000;0.26639430306865600000;0.00000000000000000000;0.09555744386133180000;0.00000000000000000000;0.00286352756296869000;0.00106633215080202000;0.00431108332809415000;0.24734668055544700000
12-07-2007;25974.92000000000000000000;25616.49000000000000000000;24823.58000000000000000000;23733.73000000000000000000;25854.54000000000000000000;;24712.58000000000000000000;;1907581722261.00000000000000000000;2779327796923.00000000000000000000;2537021641545.00000000000000000000;298555444086.00000000000000000000;3137914197730.00000000000000000000;;1124991263236.00000000000000000000;;11785392065781.00000000000000000000;18673.81000000000000000000;-0.00426000807554799000;-0.00422642352928249000;-0.00453087025415154000;-0.00505405476482690000;-0.00478877360594677000;;-0.00471346093569433000;;0.16185984408611100000;0.23582819997926100000;0.21526832772167700000;0.02533266966593830000;0.26625454462740900000;0.00000000000000000000;0.09545641391960330000;0.00000000000000000000;-0.00451458247258710000;0.00104829126405326000;0.00432499659087189000;0.24237967407089600000
13-07-2007;25946.77000000000000000000;25579.21000000000000000000;24806.06000000000000000000;23731.73000000000000000000;25870.12000000000000000000;;24674.91000000000000000000;;1907194147007.00000000000000000000;2778603040194.00000000000000000000;2535268255750.00000000000000000000;298551823355.00000000000000000000;3140810492804.00000000000000000000;;1123427720773.00000000000000000000;;11783855479883.00000000000000000000;18679.21000000000000000000;-0.00137345861621345000;-0.00174550582007736000;-0.00099516298268854800;-0.00037340505541655100;0.00031328735431122800;;-0.00181462107328130000;;0.16184805985298300000;0.23579744718844700000;0.21514760258882400000;0.02533566572202770000;0.26653504858116100000;0.00000000000000000000;0.09533617606655800000;0.00000000000000000000;-0.00094694179825808600;0.00103874539154186000;0.00432676288627063000;0.24007448960004900000
17-07-2007;26076.57000000000000000000;25707.69000000000000000000;24926.90000000000000000000;23864.10000000000000000000;26000.03000000000000000000;;24817.56000000000000000000;;1927485450977.00000000000000000000;2804605072439.00000000000000000000;2571647297832.00000000000000000000;295555333602.00000000000000000000;3175551984492.00000000000000000000;;1142339964453.00000000000000000000;;11917185103795.00000000000000000000;18700.82000000000000000000;0.00383384579358269000;0.00385402428140584000;0.00370333098815165000;0.00440603384729571000;0.00385282462160290000;;0.00460829675048917000;;0.16173999431822200000;0.23534123603953100000;0.21579318231895800000;0.02480076721371740000;0.26646829405047600000;0.00000000000000000000;0.09585652605909630000;0.00000000000000000000;0.00390391455562512000;0.00106277394678393000;0.00432592412748905000;0.24567558640951300000
18-07-2007;26169.21000000000000000000;25775.02000000000000000000;25011.02000000000000000000;23936.68000000000000000000;26087.76000000000000000000;;24889.02000000000000000000;;1936678456375.00000000000000000000;2813227881349.00000000000000000000;2584618248571.00000000000000000000;297408381042.00000000000000000000;3193501990828.00000000000000000000;;1146556511967.00000000000000000000;;11971991470132.00000000000000000000;18706.23000000000000000000;0.00325706855447747000;0.00232638662486259000;0.00307973582532146000;0.00274752257304294000;0.00307929665531808000;;0.00258602494403613000;;0.16176744372117800000;0.23498412009125700000;0.21588874791793500000;0.02484201411135160000;0.26674776696886400000;0.00000000000000000000;0.09576990718941420000;0.00000000000000000000;0.00287574474941595000;0.00108912748089339000;0.00431677401622925000;0.25230125014622600000
19-07-2007;26165.15000000000000000000;25782.10000000000000000000;25002.56000000000000000000;23918.99000000000000000000;26066.68000000000000000000;;24886.25000000000000000000;;1941207482893.00000000000000000000;2818366832249.00000000000000000000;2588065483792.00000000000000000000;303109465073.00000000000000000000;3198830196493.00000000000000000000;;1147814935294.00000000000000000000;;11997394395794.00000000000000000000;18711.63000000000000000000;-0.00044378841417016300;-0.00001398538198949420;-0.00062694034076089100;-0.00102793859076185000;-0.00109700064272856000;;-0.00039993247223768200;;0.16180242299724200000;0.23491491062734900000;0.21571896350255100000;0.02526460788679770000;0.26662707676047000000;0.00000000000000000000;0.09567201822559040000;0.00000000000000000000;-0.00056705722273317100;0.00113204545634864000;0.00424589448049412000;0.26662119408509200000
20-07-2007;26106.89000000000000000000;25730.25000000000000000000;24945.62000000000000000000;23869.28000000000000000000;26010.32000000000000000000;;24819.13000000000000000000;;1938163122714.00000000000000000000;2817099443765.00000000000000000000;2584407228287.00000000000000000000;302547723813.00000000000000000000;3195553780912.00000000000000000000;;1144914286827.00000000000000000000;;11982685586318.00000000000000000000;18717.04000000000000000000;-0.00251819170196324000;-0.00230219336764545000;-0.00256904715140656000;-0.00236951081004225000;-0.00245357125684986000;;-0.00298979853702494000;;0.16174697305978100000;0.23509750159693800000;0.21567846453702400000;0.02524874091317670000;0.26668093374332800000;0.00000000000000000000;0.09554738614975260000;0.00000000000000000000;-0.00250245321288521000;0.00115190435994293000;0.00421702501215365000;0.27315568596892100000
23-07-2007;26225.98000000000000000000;25859.56000000000000000000;25054.13000000000000000000;23986.60000000000000000000;26133.52000000000000000000;;24953.28000000000000000000;;1947792420082.00000000000000000000;2833563604579.00000000000000000000;2597469938821.00000000000000000000;304372253468.00000000000000000000;3214329609505.00000000000000000000;;1155380211281.00000000000000000000;;12052908037736.00000000000000000000;18733.28000000000000000000;0.00368397597849073000;0.00414573361020941000;0.00347314615302361000;0.00403578221440360000;0.00385811681130745000;;0.00452326733459044000;;0.16160352455886400000;0.23509377120504900000;0.21550566308883100000;0.02525301383824160000;0.26668498585083200000;0.00000000000000000000;0.09585904145818280000;0.00000000000000000000;0.00388287587835752000;0.00119569033959992000;0.00418810985061919000;0.28549641299956400000
24-07-2007;26217.28000000000000000000;25832.68000000000000000000;25027.80000000000000000000;23953.65000000000000000000;26118.25000000000000000000;;24930.41000000000000000000;;1948724451887.00000000000000000000;2833964269110.00000000000000000000;2598161592290.00000000000000000000;303956121599.00000000000000000000;3213943484651.00000000000000000000;;1154379149574.00000000000000000000;;12053129069111.00000000000000000000;18738.69000000000000000000;-0.00062053632310370500;-0.00132875062136013000;-0.00134022631229726000;-0.00166337717405944000;-0.00087322699047341400;;-0.00120568219943190000;;0.16167788801673700000;0.23512270157072400000;0.21555909485350200000;0.02521802594630470000;0.26664806011971500000;0.00000000000000000000;0.09577422949301770000;0.00000000000000000000;-0.00109190906419457000;0.00119396707425270000;0.00418896546801151000;0.28502671682788300000
25-07-2007;26370.98000000000000000000;25965.22000000000000000000;25196.39000000000000000000;24092.35000000000000000000;26278.48000000000000000000;;25065.02000000000000000000;;1961862658778.00000000000000000000;2857444804998.00000000000000000000;2617365754608.00000000000000000000;305778495857.00000000000000000000;3238571728361.00000000000000000000;;1160842495480.00000000000000000000;;12141865938082.00000000000000000000;18744.11000000000000000000;0.00555622845363689000;0.00482839384116265000;0.00642432391836220000;0.00548445032504342000;0.00582685027321829000;;0.00509570587660648000;;0.16157834955373500000;0.23533819427505400000;0.21556536433159300000;0.02518381420255600000;0.26672767965617800000;0.00000000000000000000;0.09560659798088440000;0.00000000000000000000;0.00559841817139814000;0.00118345154880117000;0.00417451354512087000;0.28349448049686500000
26-07-2007;26221.41000000000000000000;25835.39000000000000000000;25042.13000000000000000000;23929.40000000000000000000;26108.82000000000000000000;;24910.17000000000000000000;;1951516399040.00000000000000000000;2850633773702.00000000000000000000;2607292051263.00000000000000000000;305020858817.00000000000000000000;3220576559267.00000000000000000000;;1153596648173.00000000000000000000;;12088636290262.00000000000000000000;18749.53000000000000000000;-0.00597702618726433000;-0.00530180848196031000;-0.00643023947806400000;-0.00707564994670052000;-0.00676628070851616000;;-0.00648621052399753000;;0.16143395765923100000;0.23581102990072800000;0.21568123886424700000;0.02523203209138730000;0.26641355417908800000;0.00000000000000000000;0.09542818730531910000;0.00000000000000000000;-0.00620213115917057000;0.00113657171190384000;0.00419141638348402000;0.27116650027480400000
27-07-2007;26023.21000000000000000000;25664.49000000000000000000;24867.49000000000000000000;23763.93000000000000000000;25894.43000000000000000000;;24746.22000000000000000000;;1937938486538.00000000000000000000;2832217469276.00000000000000000000;2589410554812.00000000000000000000;302960076006.00000000000000000000;3197964529766.00000000000000000000;;1146113748157.00000000000000000000;;12006604864555.00000000000000000000;18754.95000000000000000000;-0.00787645265600408000;-0.00692596516984622000;-0.00728731073785078000;-0.00722797575784816000;-0.00853433275410689000;;-0.00689243588024655000;;0.16140603512813500000;0.23588828825682900000;0.21566550944441100000;0.02523278474003720000;0.26635044343024800000;0.00000000000000000000;0.09545693900033900000;0.00000000000000000000;-0.00759011874650594000;0.00112324398666035000;0.00421387655361466000;0.26655835128744700000
30-07-2007;25641.00000000000000000000;25291.37000000000000000000;24488.41000000000000000000;23399.70000000000000000000;25494.64000000000000000000;;24378.30000000000000000000;;1910602225009.00000000000000000000;2791676636442.00000000000000000000;2552436500012.00000000000000000000;299295912434.00000000000000000000;3150416324218.00000000000000000000;;1135629619746.00000000000000000000;;11840057217861.00000000000000000000;18771.22000000000000000000;-0.01566332751218070000;-0.01551222181843330000;-0.01622851176343060000;-0.01631281133626140000;-0.01642678191831260000;;-0.01584648599015420000;;0.16136765134266500000;0.23578236026010800000;0.21557636530350500000;0.02527824882319870000;0.26608117395459200000;0.00000000000000000000;0.09591420031593060000;0.00000000000000000000;-0.01598666597897350000;0.00103554226702786000;0.00433953944009168000;0.23862953230953500000
