t;vc_E_capital;vc_E_cuprum;vc_E_habitat;vc_E_planvital;vc_E_provida;vc_E_modelo;vc_E_santa maria;vc_E_magister;vp_E_capital;vp_E_cuprum;vp_E_habitat;vp_E_planvital;vp_E_provida;vp_E_modelo;vp_E_santa maria;vp_E_magister;vp_E_total;uf;ret_vc_E_capital;ret_vc_E_cuprum;ret_vc_E_habitat;ret_vc_E_planvital;ret_vc_E_provida;ret_vc_E_modelo;ret_vc_E_sm;ret_vc_E_magister;pond_vp_E_capital;pond_vp_E_cuprum;pond_vp_E_habitat;pond_vp_E_planvital;pond_vp_E_provida;pond_vp_E_modelo;pond_vp_E_sm;pond_vp_E_magister;ret_pond_E;ret_anual_pond_E;ds_anual_pond_E;ret_riesgo_E
13-11-2006;18227.30000000000000000000;18276.14000000000000000000;15823.14000000000000000000;30000.50000000000000000000;17200.40000000000000000000;;16875.82000000000000000000;;70619131586.00000000000000000000;150300215670.00000000000000000000;205007301111.00000000000000000000;24660894371.00000000000000000000;227301310379.00000000000000000000;;76780295022.00000000000000000000;;754669148139.00000000000000000000;18410.32000000000000000000;0.00116368763130196000;-0.00059770956855239100;0.00043865531271033900;0.00038387497514333200;0.00052880056411639000;;0.00048695525881521100;;0.09357628009591420000;0.19916040829367100000;0.27165189092007300000;0.03267775611579370000;0.30119332549836000000;0.00000000000000000000;0.10174033907618800000;0.00000000000000000000;0.00033037338957194200;0.00025009212555755300;0.00067180855129339100;0.37226695771595500000
14-11-2006;18234.57000000000000000000;18284.81000000000000000000;15828.10000000000000000000;29999.32000000000000000000;17201.45000000000000000000;;16877.54000000000000000000;;70699862320.00000000000000000000;149901402570.00000000000000000000;205033591620.00000000000000000000;24743369389.00000000000000000000;227346933581.00000000000000000000;;76738171683.00000000000000000000;;754463331163.00000000000000000000;18408.48000000000000000000;0.00049872168983305800;0.00057422546444030200;0.00041336478267369000;0.00006061548787346140;0.00016099216801070400;;0.00020186471894443300;;0.09370881181331460000;0.19868613407483700000;0.27176084396831100000;0.03279598671927270000;0.30133596185588800000;0.00000000000000000000;0.10171226156837700000;0.00000000000000000000;0.00034419440843168900;0.00025125925946381500;0.00067171719194616500;0.37405512688433900000
15-11-2006;18245.56000000000000000000;18282.36000000000000000000;15831.95000000000000000000;30027.62000000000000000000;17214.81000000000000000000;;16888.83000000000000000000;;71353708047.00000000000000000000;149762289529.00000000000000000000;204615416751.00000000000000000000;24617334369.00000000000000000000;227346708095.00000000000000000000;;76518419496.00000000000000000000;;754213876287.00000000000000000000;18406.64000000000000000000;0.00070247873091615400;-0.00003404104886878730;0.00034316764375727100;0.00104286896661960000;0.00087633618139779400;;0.00076867164153743200;;0.09460672932494270000;0.19856740141971500000;0.27129627706973900000;0.03263972613470240000;0.30143532921222500000;0.00000000000000000000;0.10145453683867600000;0.00000000000000000000;0.00052898274487725600;0.00024895150799287000;0.00066975732996561200;0.37170404391938800000
16-11-2006;18265.21000000000000000000;18293.87000000000000000000;15861.37000000000000000000;30046.45000000000000000000;17224.95000000000000000000;;16900.63000000000000000000;;71430582375.00000000000000000000;149043869721.00000000000000000000;204153833110.00000000000000000000;24651031455.00000000000000000000;227504653177.00000000000000000000;;76610118398.00000000000000000000;;753394088236.00000000000000000000;18404.79000000000000000000;0.00117690708198376000;0.00072988277576851400;0.00195705543324106000;0.00072740504753188600;0.00068936655420158600;;0.00079895493830849800;;0.09481171075054210000;0.19782989015745000000;0.27097880949398800000;0.03271996932271930000;0.30197297367926000000;0.00000000000000000000;0.10168664659604000000;0.00000000000000000000;0.00109951154223446000;0.00025277517503202700;0.00067187874995146100;0.37622141651345300000
17-11-2006;18268.51000000000000000000;18304.70000000000000000000;15868.20000000000000000000;30049.57000000000000000000;17232.39000000000000000000;;16911.41000000000000000000;;71439347636.00000000000000000000;149073530987.00000000000000000000;204347599969.00000000000000000000;24667378644.00000000000000000000;227795321660.00000000000000000000;;76680237395.00000000000000000000;;754003416291.00000000000000000000;18402.95000000000000000000;0.00028063399465299500;0.00069180539113247000;0.00053049221903495100;0.00020381280324932300;0.00053181730391130700;;0.00073762167936207300;;0.09474671611889450000;0.19770935749907300000;0.27101680914683600000;0.03271520806277070000;0.30211444237287700000;0.00000000000000000000;0.10169746679954800000;0.00000000000000000000;0.00054948958002709200;0.00026091711985333400;0.00066299788248458600;0.39354140751633600000
20-11-2006;18266.77000000000000000000;18308.82000000000000000000;15866.00000000000000000000;30046.67000000000000000000;17227.94000000000000000000;;16909.51000000000000000000;;71487784786.00000000000000000000;149064541218.00000000000000000000;204483070538.00000000000000000000;24665728268.00000000000000000000;227860501884.00000000000000000000;;76370024356.00000000000000000000;;753931651050.00000000000000000000;18397.42000000000000000000;0.00020529005964675100;0.00052559393724778300;0.00016188878308322300;0.00020402859706939600;0.00004227247210360630;;0.00018818396452043100;;0.09481998094447820000;0.19771625320464800000;0.27122229217093700000;0.03271613313176080000;0.30222965379774000000;0.00000000000000000000;0.10129568675043600000;0.00000000000000000000;0.00020580515562307500;0.00026032789370945200;0.00066298107499706800;0.39266263175099300000
21-11-2006;18271.46000000000000000000;18317.19000000000000000000;15877.56000000000000000000;30041.82000000000000000000;17238.32000000000000000000;;16915.29000000000000000000;;71509606846.00000000000000000000;148977011406.00000000000000000000;204799332444.00000000000000000000;24684636901.00000000000000000000;228136743791.00000000000000000000;;76472975848.00000000000000000000;;754580307236.00000000000000000000;18395.58000000000000000000;0.00035673644310246800;0.00055707127577929700;0.00082835576593459300;-0.00006140956131562010;0.00070234723359734600;;0.00044178010348215200;;0.09476739077373630000;0.19743029333974700000;0.27140826560154000000;0.03271306799857910000;0.30233593641829400000;0.00000000000000000000;0.10134504586810300000;0.00000000000000000000;0.00062372046728470700;0.00026776423645637400;0.00065653209644113100;0.40784637629728400000
22-11-2006;18277.39000000000000000000;18324.20000000000000000000;15880.44000000000000000000;30047.65000000000000000000;17240.19000000000000000000;;16916.63000000000000000000;;71515233548.00000000000000000000;149046891181.00000000000000000000;204865772637.00000000000000000000;24692132728.00000000000000000000;228480192228.00000000000000000000;;76452754901.00000000000000000000;;755052977223.00000000000000000000;18393.74000000000000000000;0.00042452624709755700;0.00048265644069935000;0.00028140065364308100;0.00029407301227286500;0.00020850239535714500;;0.00017924416203436600;;0.09471551759324890000;0.19739924969129700000;0.27132635565582900000;0.03270251687347140000;0.30260153806468600000;0.00000000000000000000;0.10125482212146800000;0.00000000000000000000;0.00030269606522486400;0.00026804491650917400;0.00065653197045265600;0.40827397380871900000
23-11-2006;18283.74000000000000000000;18332.54000000000000000000;15883.59000000000000000000;30069.09000000000000000000;17251.86000000000000000000;;16923.96000000000000000000;;71543147724.00000000000000000000;148907066867.00000000000000000000;204381060892.00000000000000000000;24718787601.00000000000000000000;228700048939.00000000000000000000;;76515865224.00000000000000000000;;754765977247.00000000000000000000;18391.89000000000000000000;0.00044794620139947000;0.00055561504322675800;0.00029892030898402300;0.00081386164881667800;0.00077726044984105800;;0.00053379033864766400;;0.09478851707777390000;0.19728905562242900000;0.27078732620868500000;0.03275026742880160000;0.30300789361648300000;0.00000000000000000000;0.10137694004582800000;0.00000000000000000000;0.00054930502405301400;0.00027038810300279100;0.00065648606660583600;0.41187180773043900000
24-11-2006;18316.40000000000000000000;18352.49000000000000000000;15903.80000000000000000000;30126.41000000000000000000;17283.06000000000000000000;;16955.53000000000000000000;;72145249219.00000000000000000000;148808603566.00000000000000000000;204755033646.00000000000000000000;24772651114.00000000000000000000;228821998707.00000000000000000000;;76610905505.00000000000000000000;;755914441757.00000000000000000000;18390.05000000000000000000;0.00188474220083225000;0.00118768631722765000;0.00137162268483131000;0.00200451097282691000;0.00190691638059630000;;0.00196371405729739000;;0.09544102511298780000;0.19685905619175500000;0.27087064664366000000;0.03277176588453580000;0.30270885971584400000;0.00000000000000000000;0.10134864645121800000;0.00000000000000000000;0.00162717246795636000;0.00027640760950803400;0.00066199888628960200;0.41753485577181900000
27-11-2006;18331.64000000000000000000;18383.47000000000000000000;15909.57000000000000000000;30145.00000000000000000000;17297.51000000000000000000;;16971.95000000000000000000;;72061018560.00000000000000000000;148909693544.00000000000000000000;204895431941.00000000000000000000;24804779737.00000000000000000000;227887299317.00000000000000000000;;76275533872.00000000000000000000;;754833756971.00000000000000000000;18384.53000000000000000000;0.00113190265014986000;0.00198683852994172000;0.00066294794876130100;0.00091708362037536900;0.00113593685080670000;;0.00126815437613186000;;0.09546607831791570000;0.19727482001009800000;0.27144444726903200000;0.03286124859669330000;0.30190395860337100000;0.00000000000000000000;0.10104944720289000000;0.00000000000000000000;0.00118119170344164000;0.00027761246498587300;0.00066337449113995300;0.41848528801404300000
28-11-2006;18343.34000000000000000000;18392.12000000000000000000;15918.40000000000000000000;30158.53000000000000000000;17304.95000000000000000000;;16978.89000000000000000000;;72080852594.00000000000000000000;148980144778.00000000000000000000;205036920329.00000000000000000000;24816495509.00000000000000000000;227955993660.00000000000000000000;;76326917136.00000000000000000000;;755197324006.00000000000000000000;18382.69000000000000000000;0.00073812633498880900;0.00057050989714481800;0.00065494705111319700;0.00054881911308775700;0.00053011639149159600;;0.00050891557028881200;;0.09544638242577690000;0.19727313649328600000;0.27150112137761100000;0.03286094206128680000;0.30184957813514300000;0.00000000000000000000;0.10106883950689600000;0.00000000000000000000;0.00059030225238593900;0.00028574512569066200;0.00065460238845401300;0.43651708385224800000
29-11-2006;18353.63000000000000000000;18401.00000000000000000000;15923.41000000000000000000;30167.54000000000000000000;17313.27000000000000000000;;16988.28000000000000000000;;71782886908.00000000000000000000;149061816395.00000000000000000000;205136822699.00000000000000000000;24826400653.00000000000000000000;228543543871.00000000000000000000;;76245687932.00000000000000000000;;755597158458.00000000000000000000;18380.85000000000000000000;0.00066090843305064500;0.00058279812316793500;0.00041477978092327500;0.00039880917052135000;0.00058077092243838700;;0.00065298599068066400;;0.09500153104663910000;0.19727683558154300000;0.27148966933337500000;0.03285666227711200000;0.30246744751847000000;0.00000000000000000000;0.10090785424286100000;0.00000000000000000000;0.00054502756001386500;0.00029249206908388300;0.00064849467730218500;0.45103233584072700000
30-11-2006;18394.37000000000000000000;18419.02000000000000000000;15955.48000000000000000000;30216.65000000000000000000;17336.89000000000000000000;;17006.04000000000000000000;;71747218378.00000000000000000000;149267904436.00000000000000000000;205520115714.00000000000000000000;24871314140.00000000000000000000;228933973444.00000000000000000000;;76211851064.00000000000000000000;;756552377176.00000000000000000000;18379.01000000000000000000;0.00231737362820918000;0.00107892460269441000;0.00211209962647164000;0.00172669426093182000;0.00146345087442233000;;0.00114498972919089000;;0.09483443650763800000;0.19730015916832600000;0.27165351919340900000;0.03287454364076910000;0.30260161801162700000;0.00000000000000000000;0.10073572347823100000;0.00000000000000000000;0.00162134637153040000;0.00030369356562231000;0.00064715908683728700;0.46927188661830000000
01-12-2006;18382.41000000000000000000;18405.69000000000000000000;15948.32000000000000000000;30187.00000000000000000000;17321.86000000000000000000;;16990.97000000000000000000;;71624724923.00000000000000000000;149031414978.00000000000000000000;205143731356.00000000000000000000;24779443349.00000000000000000000;228169643927.00000000000000000000;;76008686668.00000000000000000000;;754757645201.00000000000000000000;18377.16000000000000000000;-0.00054974704604464300;-0.00062330705914139400;-0.00034818598920031900;-0.00088106546029115900;-0.00076665013164918000;;-0.00078588523872083900;;0.09489764744804350000;0.19745598593878600000;0.27180079944916400000;0.03283099350706270000;0.30230848985469500000;0.00000000000000000000;0.10070608380224900000;0.00000000000000000000;-0.00060971716414961600;0.00030005751602107300;0.00064973241522497700;0.46181706344014700000
04-12-2006;18375.12000000000000000000;18402.41000000000000000000;15949.61000000000000000000;30186.46000000000000000000;17320.32000000000000000000;;16989.73000000000000000000;;71596215674.00000000000000000000;148578319099.00000000000000000000;204778553282.00000000000000000000;24710265500.00000000000000000000;227653392808.00000000000000000000;;75763163981.00000000000000000000;;753079910344.00000000000000000000;18371.64000000000000000000;-0.00009623545051061440;0.00012219633318722400;0.00038130096660203100;0.00028252932004265100;0.00021150902068837800;;0.00022743537022722400;;0.09507120650887570000;0.19729422742286500000;0.27192141294601700000;0.03281227551099140000;0.30229646240863100000;0.00000000000000000000;0.10060441520262100000;0.00000000000000000000;0.00021473316938610200;0.00029717422313823400;0.00064849917470242800;0.45824919249064000000
05-12-2006;18364.02000000000000000000;18384.63000000000000000000;15949.84000000000000000000;30167.32000000000000000000;17312.11000000000000000000;;16978.52000000000000000000;;71551545083.00000000000000000000;147781437548.00000000000000000000;204777747257.00000000000000000000;24684663418.00000000000000000000;227537961623.00000000000000000000;;75710899493.00000000000000000000;;752044254422.00000000000000000000;18369.80000000000000000000;-0.00050410083194645900;-0.00086648546602143800;0.00011457969546938000;-0.00053410082761247300;-0.00037396271203812100;;-0.00055986875430322200;;0.09514273217603730000;0.19650630488704500000;0.27229480985050100000;0.03282341866566340000;0.30255927132623200000;0.00000000000000000000;0.10067346309452100000;0.00000000000000000000;-0.00037407275832519700;0.00029389462534737500;0.00064981625370687100;0.45227342909762000000
06-12-2006;18362.76000000000000000000;18386.63000000000000000000;15946.99000000000000000000;30173.99000000000000000000;17311.25000000000000000000;;16976.47000000000000000000;;71229002205.00000000000000000000;147586434840.00000000000000000000;204705896899.00000000000000000000;24689994792.00000000000000000000;227304945491.00000000000000000000;;75659066731.00000000000000000000;;751175340958.00000000000000000000;18367.96000000000000000000;0.00003155463511586190;0.00020895002462500600;-0.00007853172707732400;0.00032124516191844700;0.00005049197383780990;;-0.00002057866754204870;;0.09482340316730730000;0.19647401451141600000;0.27251413316887000000;0.03286848415512680000;0.30259905124296300000;0.00000000000000000000;0.10072091375431600000;0.00000000000000000000;0.00004640932522144360;0.00029447484356041600;0.00064952904472627800;0.45336670615632400000
07-12-2006;18373.04000000000000000000;18393.94000000000000000000;15953.36000000000000000000;30196.89000000000000000000;17318.84000000000000000000;;16985.60000000000000000000;;71109835870.00000000000000000000;148383768891.00000000000000000000;203952862693.00000000000000000000;24444524825.00000000000000000000;226697460853.00000000000000000000;;75545857962.00000000000000000000;;750134311094.00000000000000000000;18366.13000000000000000000;0.00065930702245487700;0.00049712745694211200;0.00049900363557664500;0.00085827891018039000;0.00053798209206116900;;0.00063729361342658800;;0.09479613826261730000;0.19780960115608700000;0.27188846007530800000;0.03258686406351680000;0.30220916107994500000;0.00000000000000000000;0.10070977536252600000;0.00000000000000000000;0.00055124310522915600;0.00029849747396486400;0.00064798469264743100;0.46065513175212600000
11-12-2006;18374.31000000000000000000;18404.10000000000000000000;15942.99000000000000000000;30201.27000000000000000000;17320.39000000000000000000;;16983.25000000000000000000;;71122720326.00000000000000000000;148189082756.00000000000000000000;203698231743.00000000000000000000;24448074887.00000000000000000000;224770505608.00000000000000000000;;75495057703.00000000000000000000;;747723673023.00000000000000000000;18360.08000000000000000000;0.00039858561230080000;0.00088166831971062700;-0.00032076618040363500;0.00047450251300475400;0.00041895888805231900;;0.00019110292340538800;;0.09511898966426370000;0.19818696144376500000;0.27242447857704000000;0.03269667093480930000;0.30060637868969300000;0.00000000000000000000;0.10096652069042900000;0.00000000000000000000;0.00028601503053257100;0.00029646189814858800;0.00064721787001591600;0.45805579833773500000
12-12-2006;18376.86000000000000000000;18406.15000000000000000000;15942.58000000000000000000;30204.95000000000000000000;17321.71000000000000000000;;16984.09000000000000000000;;71120118443.00000000000000000000;148190247836.00000000000000000000;203413456166.00000000000000000000;24422230887.00000000000000000000;224811125992.00000000000000000000;;75473357593.00000000000000000000;;747430536917.00000000000000000000;18358.89000000000000000000;0.00020358772535966000;0.00017619865302018900;0.00003909967070004810;0.00018665839045733100;0.00014102448412860000;;0.00011427590766448000;;0.09515281344585700000;0.19826624751947500000;0.27215031513836600000;0.03267491717389120000;0.30077862073885900000;0.00000000000000000000;0.10097708598355200000;0.00000000000000000000;0.00012500262373483700;0.00029877161733589100;0.00064556280226936900;0.46280798132359700000
13-12-2006;18390.66000000000000000000;18415.36000000000000000000;15949.62000000000000000000;30225.96000000000000000000;17329.77000000000000000000;;16994.96000000000000000000;;71029299078.00000000000000000000;147956247181.00000000000000000000;203631689691.00000000000000000000;24438202278.00000000000000000000;224896766538.00000000000000000000;;75434854668.00000000000000000000;;747387059434.00000000000000000000;18357.71000000000000000000;0.00081493868055468300;0.00056452719052025000;0.00050576337139737000;0.00075961565281969900;0.00052947990745578100;;0.00070408212395194400;;0.09503683289859320000;0.19796468953188500000;0.27245814216426400000;0.03269818759841410000;0.30091070443247400000;0.00000000000000000000;0.10093144337437000000;0.00000000000000000000;0.00058223324183429800;0.00030046717200168200;0.00064574913253060400;0.46530015584255100000
14-12-2006;18385.60000000000000000000;18414.39000000000000000000;15952.53000000000000000000;30222.90000000000000000000;17325.37000000000000000000;;16991.03000000000000000000;;70795625807.00000000000000000000;147795188071.00000000000000000000;202919400241.00000000000000000000;24435581083.00000000000000000000;224881128405.00000000000000000000;;75438105993.00000000000000000000;;746265029600.00000000000000000000;18356.52000000000000000000;-0.00021035252002810400;0.00001215019337647100;0.00024725784706005100;-0.00003641760304635960;-0.00018910558601164500;;-0.00016644676807291900;;0.09486659966492960000;0.19804651458774500000;0.27191331791302800000;0.03274383779727360000;0.30134217668693000000;0.00000000000000000000;0.10108755335009500000;0.00000000000000000000;-0.00002532006082915180;0.00029016260927706800;0.00063005862630993700;0.46053271419591900000
15-12-2006;18407.61000000000000000000;18427.52000000000000000000;15986.67000000000000000000;30247.56000000000000000000;17346.45000000000000000000;;17005.50000000000000000000;;70807392683.00000000000000000000;147572957843.00000000000000000000;202785442721.00000000000000000000;24407676515.00000000000000000000;225337753199.00000000000000000000;;75397948513.00000000000000000000;;746309171474.00000000000000000000;18355.34000000000000000000;0.00126070094965595000;0.00077705963939440800;0.00220209705963127000;0.00087988929058022000;0.00128025763984209000;;0.00091554780386694600;;0.09487675535750370000;0.19773702841080700000;0.27171774175103300000;0.03270451100955060000;0.30193619723839900000;0.00000000000000000000;0.10102776623270600000;0.00000000000000000000;0.00137944174148514000;0.00028607821506885500;0.00061954497735643100;0.46175536163578800000
18-12-2006;18425.95000000000000000000;18437.42000000000000000000;15987.70000000000000000000;30261.44000000000000000000;17354.60000000000000000000;;17016.96000000000000000000;;70877953008.00000000000000000000;147619384455.00000000000000000000;203085570904.00000000000000000000;24315483629.00000000000000000000;225092776133.00000000000000000000;;75402314317.00000000000000000000;;746393482446.00000000000000000000;18351.78000000000000000000;0.00118979887756282000;0.00073106351182330700;0.00025839442108926400;0.00065274255515856500;0.00066369424840452400;;0.00086764047171071200;;0.09496057331010770000;0.19777689372532800000;0.27208915361703000000;0.03257729897280980000;0.30157387681809600000;0.00000000000000000000;0.10102220355662800000;0.00000000000000000000;0.00063694616258700100;0.00028566521333180700;0.00061927539251618900;0.46128946311125900000
19-12-2006;18425.16000000000000000000;18447.06000000000000000000;15984.44000000000000000000;30283.55000000000000000000;17352.35000000000000000000;;17019.90000000000000000000;;70931251984.00000000000000000000;147641470570.00000000000000000000;203033925428.00000000000000000000;24350481750.00000000000000000000;225215724793.00000000000000000000;;75466874620.00000000000000000000;;746639729145.00000000000000000000;18350.60000000000000000000;0.00002142577223241460;0.00058701409517565200;-0.00013962653792020400;0.00079466700389099200;-0.00006535602132409960;;0.00023705489856346300;;0.09500063982025920000;0.19774124628898200000;0.27193024627888500000;0.03261342893966340000;0.30163908509248700000;0.00000000000000000000;0.10107535357972400000;0.00000000000000000000;0.00011030697507096100;0.00028684215267926000;0.00061865863283458400;0.46365174177720700000
20-12-2006;18423.11000000000000000000;18442.83000000000000000000;15986.65000000000000000000;30276.68000000000000000000;17356.17000000000000000000;;17020.27000000000000000000;;70552392992.00000000000000000000;147562957110.00000000000000000000;203239616413.00000000000000000000;24402514242.00000000000000000000;225313489796.00000000000000000000;;75487550215.00000000000000000000;;746558520768.00000000000000000000;18349.41000000000000000000;-0.00004641697764402140;-0.00016448100809547000;0.00020310001895659300;-0.00016203145135795600;0.00028496898366746300;;0.00008658914046043760;;0.09450349976505700000;0.19765758879585100000;0.27223534493173200000;0.03268667299771310000;0.30180285071854200000;0.00000000000000000000;0.10111404279110600000;0.00000000000000000000;0.00010785707804263700;0.00028727877555863900;0.00061849295519495700;0.46448188802423000000
21-12-2006;18427.77000000000000000000;18444.93000000000000000000;15993.55000000000000000000;30289.30000000000000000000;17362.02000000000000000000;;17027.45000000000000000000;;70570176426.00000000000000000000;147393166880.00000000000000000000;202393659007.00000000000000000000;24423029087.00000000000000000000;225210322501.00000000000000000000;;75550819477.00000000000000000000;;745541173378.00000000000000000000;18348.23000000000000000000;0.00031722050625538700;0.00017816821872220900;0.00049582632039596600;0.00048104491834089900;0.00040130845078057400;;0.00048607030603378200;;0.09465631000129880000;0.19769956662778400000;0.27147214162561600000;0.03275879315469700000;0.30207630449246200000;0.00000000000000000000;0.10133688409814300000;0.00000000000000000000;0.00038609481029687800;0.00028701719418532300;0.00061843705220237100;0.46410090269203800000
22-12-2006;18420.60000000000000000000;18440.75000000000000000000;15988.94000000000000000000;30281.97000000000000000000;17354.10000000000000000000;;17020.83000000000000000000;;70467808090.00000000000000000000;147130681008.00000000000000000000;202345212138.00000000000000000000;24417770146.00000000000000000000;225475975474.00000000000000000000;;75560090324.00000000000000000000;;745397537180.00000000000000000000;18347.04000000000000000000;-0.00032430390664509400;-0.00016178772707575500;-0.00022342425130173200;-0.00017717044127257700;-0.00039141369960605700;;-0.00032400109358725700;;0.09453721614991500000;0.19738552070433100000;0.27145945893987700000;0.03275805047381520000;0.30249090482244500000;0.00000000000000000000;0.10136884890961700000;0.00000000000000000000;-0.00028029042995941200;0.00028541128204573800;0.00061938992606096200;0.46079419447588400000
26-12-2006;18425.81000000000000000000;18449.61000000000000000000;15994.65000000000000000000;30290.88000000000000000000;17360.51000000000000000000;;17028.90000000000000000000;;70379461491.00000000000000000000;147029260612.00000000000000000000;202524052133.00000000000000000000;24450793002.00000000000000000000;224122321335.00000000000000000000;;75413143906.00000000000000000000;;743919032479.00000000000000000000;18342.30000000000000000000;0.00054118121035138700;0.00073872797887530900;0.00061544378732783200;0.00055257689122533900;0.00062768264558412200;;0.00073239825781343500;;0.09460634614558910000;0.19764148273239700000;0.27223937457026600000;0.03286754597542870000;0.30127246588670500000;0.00000000000000000000;0.10137278468961400000;0.00000000000000000000;0.00064626109744319700;0.00028837745817808800;0.00061933508586615000;0.46562428765808900000
27-12-2006;18432.89000000000000000000;18446.70000000000000000000;15994.62000000000000000000;30299.82000000000000000000;17360.84000000000000000000;;17022.95000000000000000000;;70117049019.00000000000000000000;147036121863.00000000000000000000;202080546464.00000000000000000000;24469073647.00000000000000000000;225165911266.00000000000000000000;;75442478162.00000000000000000000;;744311180421.00000000000000000000;18341.12000000000000000000;0.00044850406229245700;-0.00009340511001190980;0.00006245861256432160;0.00035942903540227900;0.00008334271897972460;;-0.00028513282479988700;;0.09420394434937840000;0.19754657155604300000;0.27150008192769400000;0.03287478986028360000;0.30251582562368700000;0.00000000000000000000;0.10135878668291400000;0.00000000000000000000;0.00004888443918952470;0.00028701915190917700;0.00061948705993130000;0.46331742900490500000
28-12-2006;18427.96000000000000000000;18459.89000000000000000000;16005.48000000000000000000;30305.20000000000000000000;17363.17000000000000000000;;17027.46000000000000000000;;69285912510.00000000000000000000;147222552273.00000000000000000000;202228603691.00000000000000000000;24490543164.00000000000000000000;224846149913.00000000000000000000;;75528455296.00000000000000000000;;743602216847.00000000000000000000;18339.93000000000000000000;-0.00020260883782375700;0.00077966116565845500;0.00074363154382077100;0.00024242668773038500;0.00019908472930554200;;0.00032978500282000700;;0.09317604350856300000;0.19798562852226100000;0.27195804303607900000;0.03293500558382420000;0.30237423291499300000;0.00000000000000000000;0.10157104643428000000;0.00000000000000000000;0.00043939901988407800;0.00029249708738322300;0.00061471796409513800;0.47582323027402900000
29-12-2006;18465.75000000000000000000;18468.12000000000000000000;16027.68000000000000000000;30302.53000000000000000000;17355.11000000000000000000;;17036.08000000000000000000;;69046984001.00000000000000000000;147325822847.00000000000000000000;202520321197.00000000000000000000;24504228660.00000000000000000000;224476495525.00000000000000000000;;75562493206.00000000000000000000;;743436345436.00000000000000000000;18338.75000000000000000000;0.00211293095795488000;0.00051007467780350000;0.00145040646883025000;-0.00002376501770885830;-0.00039996616867060800;;0.00057045555389800600;;0.09287544848309280000;0.19816871175513800000;0.27241111150979400000;0.03296076229045420000;0.30194447299096200000;0.00000000000000000000;0.10163949297055800000;0.00000000000000000000;0.00062885701659559300;0.00029146877739936400;0.00061393578977913200;0.47475449754154700000
02-01-2007;18453.28000000000000000000;18457.92000000000000000000;16016.43000000000000000000;30282.43000000000000000000;17343.61000000000000000000;;17022.32000000000000000000;;69000335205.00000000000000000000;147241865267.00000000000000000000;202235600986.00000000000000000000;24487980485.00000000000000000000;224154258137.00000000000000000000;;75388739777.00000000000000000000;;742508779857.00000000000000000000;18334.01000000000000000000;-0.00041702990261563700;-0.00029395318191380500;-0.00044365465157274100;-0.00040502854173235500;-0.00040434618509352100;;-0.00054952141128419100;;0.09292864552832470000;0.19830319756671100000;0.27236795910339100000;0.03298005511761910000;0.30188768701182200000;0.00000000000000000000;0.10153245567213200000;0.00000000000000000000;-0.00040910244843146900;0.00028506314535454600;0.00061285232940644000;0.46514165268921400000
03-01-2007;18457.18000000000000000000;18459.89000000000000000000;16015.78000000000000000000;30288.00000000000000000000;17345.50000000000000000000;;17022.74000000000000000000;;68675800278.00000000000000000000;146396778210.00000000000000000000;201919897588.00000000000000000000;24277676073.00000000000000000000;224795023716.00000000000000000000;;75216057569.00000000000000000000;;741281233434.00000000000000000000;18332.83000000000000000000;0.00027568554346955000;0.00017108688922792500;0.00002377918260005260;0.00024828145902715700;0.00017333124752136700;;0.00008903651525256150;;0.09264473074525030000;0.19749154788637200000;0.27239310599109900000;0.03275096546088610000;0.30325200959780500000;0.00000000000000000000;0.10146764031858700000;0.00000000000000000000;0.00013553514465913300;0.00028399678759076700;0.00061287975654455000;0.46338092351419200000
04-01-2007;18478.91000000000000000000;18472.86000000000000000000;16034.12000000000000000000;30336.24000000000000000000;17373.62000000000000000000;;17050.00000000000000000000;;68645878570.00000000000000000000;146339984711.00000000000000000000;201735976147.00000000000000000000;24246812025.00000000000000000000;224346709331.00000000000000000000;;75336547900.00000000000000000000;;740651908684.00000000000000000000;18331.64000000000000000000;0.00124154009475378000;0.00076727067227413200;0.00120937845407401000;0.00165635594656411000;0.00168477005848897000;;0.00166501944710516000;;0.09268305092465220000;0.19758267412153000000;0.27237623204866500000;0.03273712217670790000;0.30290438288294200000;0.00000000000000000000;0.10171653784550300000;0.00000000000000000000;0.00132998363693354000;0.00028459076291945800;0.00061382428830378700;0.46363555229442400000
05-01-2007;18478.73000000000000000000;18461.44000000000000000000;16032.13000000000000000000;30334.94000000000000000000;17362.44000000000000000000;;17044.17000000000000000000;;68548487641.00000000000000000000;146092735432.00000000000000000000;201666120503.00000000000000000000;24050637880.00000000000000000000;223666961426.00000000000000000000;;75288615776.00000000000000000000;;739313558658.00000000000000000000;18330.46000000000000000000;0.00005463077185968880;-0.00055402373303255600;-0.00005974638345348390;0.00002151769886485190;-0.00057933983160296400;;-0.00027762230355576200;;0.09271909981663130000;0.19760591933034100000;0.27277481677607000000;0.03253103855373170000;0.30253328754310900000;0.00000000000000000000;0.10183583798011700000;0.00000000000000000000;-0.00032355185259989200;0.00027752269586826900;0.00061059140048963900;0.45451458314958400000
