t;vc_C_capital;vc_C_cuprum;vc_C_habitat;vc_C_planvital;vc_C_provida;vc_C_modelo;vc_C_santa maria;vc_C_magister;vp_C_capital;vp_C_cuprum;vp_C_habitat;vp_C_planvital;vp_C_provida;vp_C_modelo;vp_C_santa maria;vp_C_magister;vp_C_total;uf;ret_vc_C_capital;ret_vc_C_cuprum;ret_vc_C_habitat;ret_vc_C_planvital;ret_vc_C_provida;ret_vc_C_modelo;ret_vc_C_sm;ret_vc_C_magister;pond_vp_C_capital;pond_vp_C_cuprum;pond_vp_C_habitat;pond_vp_C_planvital;pond_vp_C_provida;pond_vp_C_modelo;pond_vp_C_sm;pond_vp_C_magister;ret_pond_C;ret_anual_pond_C;ds_anual_pond_C;ret_riesgo_C
20-01-2003;12406.09000000000000000000;12498.69000000000000000000;11983.43000000000000000000;12273.26000000000000000000;11308.22000000000000000000;;11362.24000000000000000000;22592.80000000000000000000;2038226768923.00000000000000000000;2715224873438.00000000000000000000;4108280173144.00000000000000000000;537032535136.00000000000000000000;5862024317202.00000000000000000000;;2424966817253.00000000000000000000;475942023400.00000000000000000000;18161697508496.00000000000000000000;16715.46000000000000000000;0.00142450637824191000;0.00158182508557572000;0.00168665574751754000;0.00108425180988295000;0.00151455185417698000;;0.00171627256638866000;0.00119363600804923000;0.11222666647594600000;0.14950281338888200000;0.22620573716868500000;0.02956951214966430000;0.32276852504892600000;0.00000000000000000000;0.13352093415929900000;0.02620581160859860000;0.00155923509134431000;;;
21-01-2003;12386.51000000000000000000;12480.84000000000000000000;11971.87000000000000000000;12263.17000000000000000000;11287.52000000000000000000;;11345.85000000000000000000;22551.76000000000000000000;2034997246228.00000000000000000000;2711399507355.00000000000000000000;4104151538858.00000000000000000000;536604982134.00000000000000000000;5851226889095.00000000000000000000;;2421250621494.00000000000000000000;475061595098.00000000000000000000;18134692380262.00000000000000000000;16713.30000000000000000000;-0.00145027384950901000;-0.00129994040740289000;-0.00083590092411106100;-0.00069322054173503300;-0.00170297424151715000;;-0.00131430861440494000;-0.00168892972480957000;0.11221570256371800000;0.14951450239686000000;0.22631492460964000000;0.02958996882230250000;0.32265377136827200000;0.00000000000000000000;0.13351484385416500000;0.02619628638504300000;-0.00133598712868141000;;;
22-01-2003;12390.86000000000000000000;12491.22000000000000000000;11978.81000000000000000000;12263.46000000000000000000;11290.16000000000000000000;;11353.01000000000000000000;22576.62000000000000000000;2035694444674.00000000000000000000;2714618295573.00000000000000000000;4106763148067.00000000000000000000;536641575698.00000000000000000000;5852628572566.00000000000000000000;;2422776219935.00000000000000000000;475823695815.00000000000000000000;18144945952328.00000000000000000000;16711.14000000000000000000;0.00048037360145817000;0.00096057588425512700;0.00070877101488043200;0.00015289450869772900;0.00036310602454123200;;0.00076011545070335000;0.00123099258516343000;0.11219071415381200000;0.14960740597988500000;0.22633096614653200000;0.02957526449006310000;0.32254869140655200000;0.00000000000000000000;0.13352347404618000000;0.02622348377697710000;0.00061343499060514500;;;
23-01-2003;12394.22000000000000000000;12493.98000000000000000000;11984.78000000000000000000;12270.05000000000000000000;11289.40000000000000000000;;11357.79000000000000000000;22569.39000000000000000000;2035935544554.00000000000000000000;2714758559947.00000000000000000000;4108515822972.00000000000000000000;536868887237.00000000000000000000;5852205027323.00000000000000000000;;2427991759162.00000000000000000000;475874933928.00000000000000000000;18152150535123.00000000000000000000;16708.98000000000000000000;0.00040039430928136500;0.00035019424178937500;0.00062751935588552700;0.00066648785505322100;0.00006194592903482900;;0.00055020855708750500;-0.00019103063866538200;0.11215946786110100000;0.14955575399698000000;0.22633769012780800000;0.02957604864493610000;0.32239733887174600000;0.00000000000000000000;0.13375780211077600000;0.02621589838665230000;0.00034758278544509900;;;
24-01-2003;12365.42000000000000000000;12460.12000000000000000000;11959.61000000000000000000;12245.81000000000000000000;11270.96000000000000000000;;11327.60000000000000000000;22506.85000000000000000000;2029550799751.00000000000000000000;2707563753389.00000000000000000000;4099840308403.00000000000000000000;535905859230.00000000000000000000;5837390218382.00000000000000000000;;2424845540692.00000000000000000000;474457787176.00000000000000000000;18109554267023.00000000000000000000;16706.82000000000000000000;-0.00219708750735049000;-0.00258450400911547000;-0.00197309198296695000;-0.00184821586797301000;-0.00150544588998331000;;-0.00253234635916153000;-0.00264557595510581000;0.11207072078227500000;0.14951023716356200000;0.22639101150428100000;0.02959243785507570000;0.32233759772937800000;0.00000000000000000000;0.13389868712050900000;0.02619930784491890000;-0.00202767441434401000;;;
27-01-2003;12399.95000000000000000000;12489.30000000000000000000;11988.51000000000000000000;12268.76000000000000000000;11303.90000000000000000000;;11354.91000000000000000000;22564.48000000000000000000;2036818808972.00000000000000000000;2707386730980.00000000000000000000;4116541597258.00000000000000000000;537061448138.00000000000000000000;5854420145140.00000000000000000000;;2428894446507.00000000000000000000;475749533875.00000000000000000000;18156872710870.00000000000000000000;16700.34000000000000000000;0.00317651389999187000;0.00272707439310279000;0.00280149259049882000;0.00226029724976204000;0.00330623338789944000;;0.00279596470247704000;0.00294522194802715000;0.11217894410597600000;0.14911085042520400000;0.22672084905863500000;0.02957896201015260000;0.32243548976554300000;0.00000000000000000000;0.13377273086531500000;0.02620217376917460000;0.00298223041503005000;;;
28-01-2003;12382.77000000000000000000;12466.67000000000000000000;11973.71000000000000000000;12258.33000000000000000000;11291.87000000000000000000;;11339.92000000000000000000;22540.68000000000000000000;2034285820910.00000000000000000000;2703076081060.00000000000000000000;4111343353361.00000000000000000000;536834762528.00000000000000000000;5847559911546.00000000000000000000;;2427054607391.00000000000000000000;475365120028.00000000000000000000;18135519656824.00000000000000000000;16698.18000000000000000000;-0.00125710308648805000;-0.00168424754993561000;-0.00110593097456081000;-0.00072114117667799300;-0.00093545411826280900;;-0.00119165885224086000;-0.00092596468059987900;0.11217135540665600000;0.14904872494474600000;0.22670116054898900000;0.02960128922062630000;0.32243685442703500000;0.00000000000000000000;0.13382878755711600000;0.02621182789483130000;-0.00114948282044138000;;;
29-01-2003;12330.00000000000000000000;12414.72000000000000000000;11926.61000000000000000000;12216.22000000000000000000;11236.58000000000000000000;;11296.70000000000000000000;22482.87000000000000000000;2021107014697.00000000000000000000;2671206740112.00000000000000000000;4108767192760.00000000000000000000;530322660848.00000000000000000000;5803978914332.00000000000000000000;;2411375180440.00000000000000000000;467468551397.00000000000000000000;18014226254586.00000000000000000000;16696.02000000000000000000;-0.00414130925104985000;-0.00404645400717366000;-0.00381201114299358000;-0.00331176519110630000;-0.00477910626452087000;;-0.00368923214966132000;-0.00243862704818955000;0.11219504996405100000;0.14828317921409300000;0.22808457797148000000;0.02943910292638810000;0.32218863204598900000;0.00000000000000000000;0.13385949229021800000;0.02594996558778060000;-0.00412850655241148000;;;
30-01-2003;12341.65000000000000000000;12425.13000000000000000000;11931.00000000000000000000;12220.50000000000000000000;11243.48000000000000000000;;11299.84000000000000000000;22486.67000000000000000000;2024324880126.00000000000000000000;2676157514889.00000000000000000000;4110306118130.00000000000000000000;530880578507.00000000000000000000;5826189243521.00000000000000000000;;2411967486322.00000000000000000000;467646410405.00000000000000000000;18047472231900.00000000000000000000;16693.86000000000000000000;0.00107378438876345000;0.00096754988075469800;0.00049739726924106700;0.00047967303326557400;0.00074325790344222500;;0.00040729917566005600;0.00029838380480535500;0.11216667099494900000;0.14828434034982100000;0.22774968512569800000;0.02941578586106020000;0.32282577685438200000;0.00000000000000000000;0.13364572364093700000;0.02591201717315330000;0.00069341567618474900;;;
31-01-2003;12314.91000000000000000000;12406.73000000000000000000;11910.84000000000000000000;12198.65000000000000000000;11218.42000000000000000000;;11270.51000000000000000000;22395.09000000000000000000;2017599205729.00000000000000000000;2674108272507.00000000000000000000;4110808009271.00000000000000000000;529643872541.00000000000000000000;5813080928641.00000000000000000000;;2399971888945.00000000000000000000;465462348622.00000000000000000000;18010674526256.00000000000000000000;16691.70000000000000000000;-0.00203960040037832000;-0.00135257012872420000;-0.00156174778569778000;-0.00166018229740801000;-0.00210193761294459000;;-0.00246958915389660000;-0.00395155353544782000;0.11202241219715200000;0.14847352155571300000;0.22824286804351800000;0.02940722024424370000;0.32275753582502900000;0.00000000000000000000;0.13325274883216100000;0.02584369330218300000;-0.00194419943245717000;;;
03-02-2003;12339.42000000000000000000;12409.72000000000000000000;11937.86000000000000000000;12226.84000000000000000000;11245.74000000000000000000;;11293.19000000000000000000;22434.29000000000000000000;2021624220625.00000000000000000000;2674841670341.00000000000000000000;4120171464938.00000000000000000000;530817440091.00000000000000000000;5815766379069.00000000000000000000;;2405713996111.00000000000000000000;466240256969.00000000000000000000;18035175428144.00000000000000000000;16685.23000000000000000000;0.00237598530813310000;0.00062866213826630400;0.00265364551404837000;0.00269593834525480000;0.00282001299856221000;;0.00239800221129901000;0.00213654648289559000;0.11209340483986900000;0.14831248417838500000;0.22845197604834200000;0.02943234138231090000;0.32246796834554000000;0.00000000000000000000;0.13339010788644000000;0.02585171731911350000;0.00232961609735911000;;;
04-02-2003;12340.29000000000000000000;12422.11000000000000000000;11939.82000000000000000000;12226.14000000000000000000;11245.75000000000000000000;;11296.17000000000000000000;22437.55000000000000000000;2021599010514.00000000000000000000;2676098015649.00000000000000000000;4120141370368.00000000000000000000;530779460816.00000000000000000000;5815054848482.00000000000000000000;;2406300578445.00000000000000000000;466272657751.00000000000000000000;18036245942025.00000000000000000000;16683.07000000000000000000;0.00019996745183263500;0.00112737703460687000;0.00029363424598405900;0.00007221145656937240;0.00013035341745674900;;0.00039330522335590500;0.00027476690350877200;0.11208535395958500000;0.14837333801340600000;0.22843674806895100000;0.02942848875104700000;0.32240937871293600000;0.00000000000000000000;0.13341471313818400000;0.02585197935589080000;0.00036049117895726600;;;
05-02-2003;12399.52000000000000000000;12476.48000000000000000000;11993.88000000000000000000;12274.37000000000000000000;11294.33000000000000000000;;11353.55000000000000000000;22565.21000000000000000000;2030842142781.00000000000000000000;2686170811780.00000000000000000000;4138774026252.00000000000000000000;532635885729.00000000000000000000;5839739361846.00000000000000000000;;2418413821891.00000000000000000000;468913863941.00000000000000000000;18115489914220.00000000000000000000;16680.92000000000000000000;0.00491712464075058000;0.00449620398847293000;0.00464636868772211000;0.00406594745541953000;0.00443943184938447000;;0.00519562160898076000;0.00580232649332043000;0.11210528406338400000;0.14828032940315100000;0.22846602801524100000;0.02940223467602170000;0.32236165786838700000;0.00000000000000000000;0.13349977468689000000;0.02588469128692570000;0.00467392795828793000;;;
06-02-2003;12398.75000000000000000000;12468.75000000000000000000;12000.45000000000000000000;12274.02000000000000000000;11286.70000000000000000000;;11355.78000000000000000000;22563.07000000000000000000;2029767761222.00000000000000000000;2684068863746.00000000000000000000;4139495009309.00000000000000000000;532627935882.00000000000000000000;5834764916085.00000000000000000000;;2418915587891.00000000000000000000;468856393998.00000000000000000000;18108496468133.00000000000000000000;16678.76000000000000000000;0.00006739653897583490;-0.00049026013990733300;0.00067712703636894800;0.00010098253691754200;-0.00054629086310981700;;0.00032589269583793400;0.00003465689342983150;0.11208924853556700000;0.14822151957614900000;0.22859407552656900000;0.02941315071736130000;0.32221145064986000000;0.00000000000000000000;0.13357904076397300000;0.02589151423052070000;-0.00003894665037393650;;;
07-02-2003;12396.95000000000000000000;12482.73000000000000000000;12000.88000000000000000000;12279.01000000000000000000;11284.33000000000000000000;;11353.52000000000000000000;22538.70000000000000000000;2027874116471.00000000000000000000;2685781698293.00000000000000000000;4139791555657.00000000000000000000;532731650730.00000000000000000000;5832667796348.00000000000000000000;;2417519494657.00000000000000000000;467621401477.00000000000000000000;18103987713633.00000000000000000000;16676.60000000000000000000;-0.00001567204698261680;0.00125008934590623000;0.00016534576473770300;0.00053598156743882000;-0.00008048929201088460;;-0.00006952298237772410;-0.00095115281049313500;0.11201256588038500000;0.14835304468697300000;0.22866738649737200000;0.02942620483159260000;0.32217585918685600000;0.00000000000000000000;0.13353519306890100000;0.02582974584791960000;0.00017749667464015200;;;
10-02-2003;12380.18000000000000000000;12451.37000000000000000000;11972.34000000000000000000;12254.11000000000000000000;11271.92000000000000000000;;11330.65000000000000000000;22503.45000000000000000000;2025057641650.00000000000000000000;2677960123538.00000000000000000000;4123583230074.00000000000000000000;530864814396.00000000000000000000;5825469269906.00000000000000000000;;2409972986915.00000000000000000000;466892689777.00000000000000000000;18059800756256.00000000000000000000;16672.89000000000000000000;-0.00113117572434154000;-0.00229293984263534000;-0.00215849908735141000;-0.00180741749378700000;-0.00087786816264161800;;-0.00179389263701478000;-0.00134270875601614000;0.11213067458391000000;0.14828292735236000000;0.22832938667086700000;0.02939483228861790000;0.32256553372484100000;0.00000000000000000000;0.13344405176121200000;0.02585259361819180000;-0.00157008765414942000;;;
11-02-2003;12386.27000000000000000000;12464.05000000000000000000;11984.86000000000000000000;12264.32000000000000000000;11278.35000000000000000000;;11338.70000000000000000000;22519.13000000000000000000;2025943074771.00000000000000000000;2680533074873.00000000000000000000;4127977685094.00000000000000000000;531320712332.00000000000000000000;5823666328513.00000000000000000000;;2411580190336.00000000000000000000;467332470250.00000000000000000000;18068353536169.00000000000000000000;16673.48000000000000000000;0.00045640819218582400;0.00098245749575836600;0.00100981120313703000;0.00079745677360705600;0.00053489527511295600;;0.00067482391068756900;0.00066115324859131400;0.11212660139262200000;0.14835513758944000000;0.22846451818815000000;0.02940614988899840000;0.32231306061480700000;0.00000000000000000000;0.13346983639148600000;0.02586469593449670000;0.00073065717772044900;;;
12-02-2003;12389.70000000000000000000;12451.33000000000000000000;11986.14000000000000000000;12267.25000000000000000000;11275.68000000000000000000;;11340.73000000000000000000;22506.42000000000000000000;2026539785730.00000000000000000000;2676937394862.00000000000000000000;4128377715768.00000000000000000000;531351566679.00000000000000000000;5821969958555.00000000000000000000;;2411785075389.00000000000000000000;466727003130.00000000000000000000;18063688500113.00000000000000000000;16674.08000000000000000000;0.00024089654770898700;-0.00105704080105555000;0.00007081106982725330;0.00020289122423193000;-0.00027274942503466800;;0.00014303220349882200;-0.00060055299628658100;0.11218859236403000000;0.14819439533876200000;0.22854566583907700000;0.02941545225803000000;0.32230238904521500000;0.00000000000000000000;0.13351564800145400000;0.02583785715343130000;-0.00019179773404086700;;;
13-02-2003;12404.33000000000000000000;12475.47000000000000000000;11999.87000000000000000000;12289.65000000000000000000;11289.05000000000000000000;;11357.04000000000000000000;22557.15000000000000000000;2027789144566.00000000000000000000;2682240154752.00000000000000000000;4132781195871.00000000000000000000;532316178651.00000000000000000000;5828480702760.00000000000000000000;;2415070244702.00000000000000000000;467781945796.00000000000000000000;18086459567098.00000000000000000000;16674.67000000000000000000;0.00114473929757892000;0.00190148812919035000;0.00110945049945845000;0.00178895137566906000;0.00114965173336624000;;0.00140176219971301000;0.00221610338337838000;0.11211642262230600000;0.14830100633024900000;0.22850139246650300000;0.02943175123225130000;0.32225658543825200000;0.00000000000000000000;0.13352918716581600000;0.02586365474462270000;0.00133147517576918000;;;
14-02-2003;12385.19000000000000000000;12458.07000000000000000000;11982.09000000000000000000;12263.67000000000000000000;11272.69000000000000000000;;11330.89000000000000000000;22525.25000000000000000000;2023823158763.00000000000000000000;2678287960379.00000000000000000000;4127343804721.00000000000000000000;531198300532.00000000000000000000;5820240847449.00000000000000000000;;2409507093353.00000000000000000000;467124151538.00000000000000000000;18057525316735.00000000000000000000;16675.27000000000000000000;-0.00158018331711262000;-0.00143169265671753000;-0.00151876356929671000;-0.00215219362440342000;-0.00148622508401410000;;-0.00234117356364961000;-0.00145116872413446000;0.11207644033523200000;0.14831976770908200000;0.22856641385383700000;0.02941700433556680000;0.32231663782052300000;0.00000000000000000000;0.13343506660461200000;0.02586866934114650000;-0.00162886860164564000;;;
17-02-2003;12371.34000000000000000000;12444.41000000000000000000;11968.76000000000000000000;12250.17000000000000000000;11264.71000000000000000000;;11319.09000000000000000000;22504.06000000000000000000;2021537720487.00000000000000000000;2673435449660.00000000000000000000;4123701246644.00000000000000000000;530638333586.00000000000000000000;5820326661268.00000000000000000000;;2408480756638.00000000000000000000;466696097727.00000000000000000000;18044816266010.00000000000000000000;16677.05000000000000000000;-0.00122563602947587000;-0.00120381879915337000;-0.00121985221216757000;-0.00120815793999029000;-0.00081489545137344100;;-0.00114868282061232000;-0.00104790403671862000;0.11202872285792400000;0.14815531564573500000;0.22852553253266300000;0.02940669086143780000;0.32254840256985200000;0.00000000000000000000;0.13347216846838800000;0.02586316706399990000;-0.00107321642690965000;;;
18-02-2003;12351.71000000000000000000;12423.05000000000000000000;11951.15000000000000000000;12236.08000000000000000000;11243.65000000000000000000;;11302.25000000000000000000;22458.28000000000000000000;2018186624759.00000000000000000000;2668871522751.00000000000000000000;4117490233420.00000000000000000000;530018234653.00000000000000000000;5809426853983.00000000000000000000;;2404820261243.00000000000000000000;465762717444.00000000000000000000;18014576448253.00000000000000000000;16677.65000000000000000000;-0.00162396904535190000;-0.00175388502052459000;-0.00150839077157623000;-0.00118682703262522000;-0.00190728219120174000;;-0.00152483684812609000;-0.00207234852532187000;0.11203075634646500000;0.14815066734526600000;0.22856436537642300000;0.02942163176444820000;0.32248478728715200000;0.00000000000000000000;0.13349302261703800000;0.02585476926320790000;-0.00169366114857417000;;;
19-02-2003;12379.88000000000000000000;12442.12000000000000000000;11980.32000000000000000000;12259.98000000000000000000;11262.44000000000000000000;;11337.13000000000000000000;22494.28000000000000000000;2022823528589.00000000000000000000;2673004615871.00000000000000000000;4127770899572.00000000000000000000;531099121457.00000000000000000000;5818952612009.00000000000000000000;;2413001257859.00000000000000000000;466495856590.00000000000000000000;18053147891947.00000000000000000000;16678.24000000000000000000;0.00224268306760336000;0.00149849672077843000;0.00240241939793253000;0.00191595877271604000;0.00163439459800754000;;0.00304598284528366000;0.00156631281703935000;0.11204824447770300000;0.14806307641579500000;0.22864549297872200000;0.02941864347623880000;0.32232343338884800000;0.00000000000000000000;0.13366096994837000000;0.02584013931432370000;0.00205323445204469000;;;
20-02-2003;12427.29000000000000000000;12487.39000000000000000000;12028.60000000000000000000;12306.86000000000000000000;11309.07000000000000000000;;11368.87000000000000000000;22571.01000000000000000000;2030458613236.00000000000000000000;2683518424607.00000000000000000000;4144309300536.00000000000000000000;533155393432.00000000000000000000;5843015815119.00000000000000000000;;2419696953628.00000000000000000000;468331016394.00000000000000000000;18122485516952.00000000000000000000;16678.84000000000000000000;0.00378631230744703000;0.00359586995723869000;0.00398586959932292000;0.00378055692839122000;0.00409578875225896000;;0.00275976425878507000;0.00336931045584146000;0.11204084623694000000;0.14807673164350500000;0.22868327286891000000;0.02941955135973370000;0.32241801543465800000;0.00000000000000000000;0.13351904468979100000;0.02584253776646240000;0.00375551900089870000;;;
21-02-2003;12420.48000000000000000000;12488.06000000000000000000;12019.69000000000000000000;12297.37000000000000000000;11309.77000000000000000000;;11358.60000000000000000000;22575.29000000000000000000;2028192323160.00000000000000000000;2683820118694.00000000000000000000;4141384761388.00000000000000000000;532734024993.00000000000000000000;5843202930915.00000000000000000000;;2421466926835.00000000000000000000;468348891232.00000000000000000000;18119149977217.00000000000000000000;16679.43000000000000000000;-0.00058351127099090700;0.00001827914989073800;-0.00077638259905236700;-0.00080678564551558100;0.00002652176793485240;;-0.00093912575400495100;0.00015423225623043900;0.11193639468243500000;0.14812064153498500000;0.22856396500914100000;0.02940171176147110000;0.32248769607085500000;0.00000000000000000000;0.13364130932630700000;0.02584828161480540000;-0.00037674900548611900;;;
24-02-2003;12437.77000000000000000000;12502.62000000000000000000;12037.12000000000000000000;12316.02000000000000000000;11323.14000000000000000000;;11374.25000000000000000000;22604.93000000000000000000;2034780423588.00000000000000000000;2688643567819.00000000000000000000;4147099968735.00000000000000000000;533911743914.00000000000000000000;5844948282318.00000000000000000000;;2425524818696.00000000000000000000;469470248714.00000000000000000000;18144379053784.00000000000000000000;16681.22000000000000000000;0.00128377563238743000;0.00105792247335599000;0.00134175812641007000;0.00140812352976673000;0.00107415347662820000;;0.00126955027767985000;0.00120476673467193000;0.11214384452377500000;0.14818052245542600000;0.22856114041941400000;0.02942573798372300000;0.32213548146190400000;0.00000000000000000000;0.13367913068318300000;0.02587414247257430000;0.00119574751229159000;;;
25-02-2003;12458.03000000000000000000;12519.56000000000000000000;12055.48000000000000000000;12337.43000000000000000000;11335.73000000000000000000;;11396.86000000000000000000;22624.11000000000000000000;2038172384411.00000000000000000000;2693270256184.00000000000000000000;4159835738132.00000000000000000000;535076067269.00000000000000000000;5851475865764.00000000000000000000;;2433279353583.00000000000000000000;470099009588.00000000000000000000;18181208674931.00000000000000000000;16681.81000000000000000000;0.00159221563822717000;0.00131863044896744000;0.00148875124398453000;0.00170150852962294000;0.00107589621942119000;;0.00195048177623186000;0.00081275922373594200;0.11210323916590400000;0.14813482999607100000;0.22879863558618900000;0.02943017028382630000;0.32184196168609300000;0.00000000000000000000;0.13383485097655300000;0.02585631230536350000;0.00139285351100002000;;;
26-02-2003;12458.23000000000000000000;12504.47000000000000000000;12053.59000000000000000000;12337.78000000000000000000;11335.24000000000000000000;;11393.00000000000000000000;22615.20000000000000000000;2034304811673.00000000000000000000;2673399331046.00000000000000000000;4174303092854.00000000000000000000;531134303284.00000000000000000000;5845520129487.00000000000000000000;;2427107423697.00000000000000000000;464449737401.00000000000000000000;18150218829442.00000000000000000000;16682.41000000000000000000;-0.00001991289956355050;-0.00124200757309771000;-0.00019275413989934700;-0.00000759812039070648;-0.00007919376061912940;;-0.00037471382108707700;-0.00042987189045962900;0.11208155839824300000;0.14729295311356800000;0.22998637824039600000;0.02926324515836860000;0.32206334173805200000;0.00000000000000000000;0.13372331466108400000;0.02558920869028880000;-0.00031633746714226200;;;
27-02-2003;12443.27000000000000000000;12498.05000000000000000000;12041.13000000000000000000;12327.67000000000000000000;11318.55000000000000000000;;11382.80000000000000000000;22593.28000000000000000000;2031799838669.00000000000000000000;2673714761291.00000000000000000000;4170054307979.00000000000000000000;531207944107.00000000000000000000;5849440896875.00000000000000000000;;2424868352200.00000000000000000000;464100436423.00000000000000000000;18145186537544.00000000000000000000;16683.01000000000000000000;-0.00123749956841606000;-0.00054951362535376100;-0.00107021695938497000;-0.00085573558997731700;-0.00150944977414782000;;-0.00093165296760043600;-0.00100569502858082000;0.11197459086270800000;0.14735118626412800000;0.22981600653984900000;0.02927541929689640000;0.32236873866091100000;0.00000000000000000000;0.13363700324506100000;0.02557705513044660000;-0.00112737044598023000;;;
28-02-2003;12450.04000000000000000000;12512.97000000000000000000;12043.63000000000000000000;12334.15000000000000000000;11331.23000000000000000000;;11388.81000000000000000000;22621.96000000000000000000;2036082848913.00000000000000000000;2678903025435.00000000000000000000;4178243372796.00000000000000000000;531257493617.00000000000000000000;5855873576807.00000000000000000000;;2420959885846.00000000000000000000;464362743519.00000000000000000000;18165682946933.00000000000000000000;16683.60000000000000000000;0.00050855655625829600;0.00115770953903257000;0.00017223546408989000;0.00049014397742094600;0.00108429309592078000;;0.00049248556544891800;0.00123323429227288000;0.11208402430346100000;0.14747053734565400000;0.23000750288342100000;0.02924511537325350000;0.32235912043129000000;0.00000000000000000000;0.13327106351675800000;0.02556263614616270000;0.00072836944265624200;;;
03-03-2003;12449.87000000000000000000;12508.85000000000000000000;12043.82000000000000000000;12330.26000000000000000000;11330.96000000000000000000;;11384.46000000000000000000;22624.27000000000000000000;2036056118044.00000000000000000000;2677126596220.00000000000000000000;4178221195398.00000000000000000000;531079518328.00000000000000000000;5855556861366.00000000000000000000;;2420080203696.00000000000000000000;464348667590.00000000000000000000;18162469160642.00000000000000000000;16685.39000000000000000000;-0.00012093990491325100;-0.00043659781604452700;-0.00009150938700490900;-0.00042271950307822700;-0.00013111347257431500;;-0.00048931206528342900;-0.00000517728236642136;0.11210238542103800000;0.14739882405533900000;0.23004698086162100000;0.02924049112655050000;0.32239872285949800000;0.00000000000000000000;0.13324621131031600000;0.02556638436563690000;-0.00021892579992924300;;;
04-03-2003;12472.81000000000000000000;12524.70000000000000000000;12065.33000000000000000000;12349.91000000000000000000;11352.48000000000000000000;;11401.05000000000000000000;22665.30000000000000000000;2039690017868.00000000000000000000;2679707811256.00000000000000000000;4184513515400.00000000000000000000;531912545005.00000000000000000000;5866218373831.00000000000000000000;;2423584517873.00000000000000000000;465118555239.00000000000000000000;18190745336472.00000000000000000000;16685.98000000000000000000;0.00180553438424112000;0.00123094114266730000;0.00174902558913481000;0.00155701221279317000;0.00186206035717891000;;0.00142082921028667000;0.00177653704939357000;0.11212789691351900000;0.14731160057984300000;0.23003529750978100000;0.02924083291620430000;0.32248367317140000000;0.00000000000000000000;0.13323173256753700000;0.02556896634171710000;0.00166685645600724000;;;
05-03-2003;12523.45000000000000000000;12589.16000000000000000000;12124.86000000000000000000;12401.44000000000000000000;11399.04000000000000000000;;11454.31000000000000000000;22761.84000000000000000000;2043600353674.00000000000000000000;2692593294703.00000000000000000000;4205153878464.00000000000000000000;534143423117.00000000000000000000;5889493516784.00000000000000000000;;2433222660698.00000000000000000000;467105470953.00000000000000000000;18265312598393.00000000000000000000;16686.58000000000000000000;0.00401585400846671000;0.00509747393839355000;0.00488588213301640000;0.00412786161775503000;0.00405696138130301000;;0.00462466427910497000;0.00421437131811410000;0.11188422550478500000;0.14741567001376700000;0.23022622009951100000;0.02924359603700370000;0.32244143017306800000;0.00000000000000000000;0.13321549508613800000;0.02557336308572660000;0.00447831496385457000;;;
06-03-2003;12535.63000000000000000000;12586.83000000000000000000;12149.24000000000000000000;12430.12000000000000000000;11414.04000000000000000000;;11462.38000000000000000000;22774.64000000000000000000;2045236671640.00000000000000000000;2691343697031.00000000000000000000;4212150726451.00000000000000000000;535375206114.00000000000000000000;5896846326713.00000000000000000000;;2434726542034.00000000000000000000;467226647067.00000000000000000000;18282905817050.00000000000000000000;16687.18000000000000000000;0.00093614641129626700;-0.00022105338384049000;0.00197276963257977000;0.00227400824588429000;0.00127907885625249000;;0.00066833382901613500;0.00052623024759267900;0.11186606177956000000;0.14720546744386500000;0.23038737761931100000;0.02928282907932110000;0.32253332078174400000;0.00000000000000000000;0.13316956103134700000;0.02555538226485210000;0.00110826865148662000;;;
07-03-2003;12537.20000000000000000000;12584.34000000000000000000;12142.21000000000000000000;12426.08000000000000000000;11405.93000000000000000000;;11461.59000000000000000000;22793.29000000000000000000;2043084038864.00000000000000000000;2690766975111.00000000000000000000;4209685809897.00000000000000000000;534978722920.00000000000000000000;5892027331959.00000000000000000000;;2434461142390.00000000000000000000;466857256253.00000000000000000000;18271861277394.00000000000000000000;16687.77000000000000000000;0.00008987930686655290;-0.00023320125102879700;-0.00061416035084588400;-0.00036042566257546600;-0.00074613684008623600;;-0.00010427934749792400;0.00078320232695406600;0.11181586855586000000;0.14726288330789900000;0.23039173437165000000;0.02927883015300020000;0.32246453946367400000;0.00000000000000000000;0.13323553114985200000;0.02555061299806370000;-0.00041082735323799000;;;
10-03-2003;12557.30000000000000000000;12605.30000000000000000000;12157.73000000000000000000;12445.87000000000000000000;11423.96000000000000000000;;11477.16000000000000000000;22821.93000000000000000000;2046205588015.00000000000000000000;2693438173795.00000000000000000000;4213641404440.00000000000000000000;535110988209.00000000000000000000;5901032529962.00000000000000000000;;2435092502132.00000000000000000000;467368960278.00000000000000000000;18291890146831.00000000000000000000;16693.25000000000000000000;0.00127361469816976000;0.00133584631526879000;0.00094903928919451000;0.00126302094149864000;0.00125117830220153000;;0.00102919811494302000;0.00092739109775005000;0.11186408684886500000;0.14724766834780200000;0.23035571341270000000;0.02925400185074400000;0.32260375951275500000;0.00000000000000000000;0.13312415953656200000;0.02555061049057140000;0.00115907840675204000;;;
