t;vc_C_capital;vc_C_cuprum;vc_C_habitat;vc_C_planvital;vc_C_provida;vc_C_modelo;vc_C_santa maria;vc_C_magister;vp_C_capital;vp_C_cuprum;vp_C_habitat;vp_C_planvital;vp_C_provida;vp_C_modelo;vp_C_santa maria;vp_C_magister;vp_C_total;uf;ret_vc_C_capital;ret_vc_C_cuprum;ret_vc_C_habitat;ret_vc_C_planvital;ret_vc_C_provida;ret_vc_C_modelo;ret_vc_C_sm;ret_vc_C_magister;pond_vp_C_capital;pond_vp_C_cuprum;pond_vp_C_habitat;pond_vp_C_planvital;pond_vp_C_provida;pond_vp_C_modelo;pond_vp_C_sm;pond_vp_C_magister;ret_pond_C;ret_anual_pond_C;ds_anual_pond_C;ret_riesgo_C
11-10-2002;12050.32000000000000000000;12002.79000000000000000000;11638.55000000000000000000;11917.93000000000000000000;10984.11000000000000000000;;11010.53000000000000000000;21915.33000000000000000000;2585504782017.00000000000000000000;3572092328386.00000000000000000000;5495428503480.00000000000000000000;679132356814.00000000000000000000;7671380747243.00000000000000000000;;3121765795199.00000000000000000000;652835473746.00000000000000000000;23778139986885.00000000000000000000;16483.22000000000000000000;-0.00225212261313165000;-0.00313849673186906000;-0.00217601592647663000;-0.00213860196438802000;-0.00232387229875496000;;-0.00193364394136637000;-0.00374765234242662000;0.10873452605809600000;0.15022589362987200000;0.23111263145523800000;0.02856120609890350000;0.32262324771719800000;0.00000000000000000000;0.13128721577553300000;0.02745527926516020000;-0.00238684357880561000;;;
14-10-2002;12021.17000000000000000000;11986.53000000000000000000;11609.55000000000000000000;11903.76000000000000000000;10969.87000000000000000000;;10982.26000000000000000000;21881.24000000000000000000;2579000544551.00000000000000000000;3567319062680.00000000000000000000;5481413478346.00000000000000000000;678329799116.00000000000000000000;7661429666034.00000000000000000000;;3113626717308.00000000000000000000;651340801704.00000000000000000000;23732460069739.00000000000000000000;16495.94000000000000000000;-0.00319334973779946000;-0.00212699972861178000;-0.00326622510588611000;-0.00196106851923734000;-0.00206865554418666000;;-0.00334224022872885000;-0.00232813950584997000;0.10866975176498700000;0.15031391824519100000;0.23096693146174500000;0.02858236344326270000;0.32282492600937800000;0.00000000000000000000;0.13119696433317300000;0.02744514474226450000;-0.00264738162073398000;;;
15-10-2002;12053.40000000000000000000;12031.23000000000000000000;11653.24000000000000000000;11943.83000000000000000000;10998.96000000000000000000;;11031.48000000000000000000;21913.89000000000000000000;2586303922454.00000000000000000000;3580839971139.00000000000000000000;5502021675142.00000000000000000000;680678169015.00000000000000000000;7681756562198.00000000000000000000;;3127620689096.00000000000000000000;652374487484.00000000000000000000;23811595476528.00000000000000000000;16500.18000000000000000000;0.00242051575824684000;0.00346524992064388000;0.00349921774978828000;0.00310351053533913000;0.00239129924322415000;;0.00421476017808116000;0.00123403372464762000;0.10861531412304600000;0.15038219403100400000;0.23106480540397000000;0.02858599583072750000;0.32260570568529100000;0.00000000000000000000;0.13134864029497800000;0.02739734463098330000;0.00304013901866456000;;;
16-10-2002;12047.80000000000000000000;12025.44000000000000000000;11645.53000000000000000000;11929.53000000000000000000;10987.81000000000000000000;;11025.90000000000000000000;21915.85000000000000000000;2585101383902.00000000000000000000;3578796341306.00000000000000000000;5498434475176.00000000000000000000;679873966177.00000000000000000000;7673914699105.00000000000000000000;;3126159147971.00000000000000000000;652432802753.00000000000000000000;23794712816390.00000000000000000000;16504.42000000000000000000;-0.00072164104323107400;-0.00073829727336898400;-0.00091877142082647000;-0.00145492207691272000;-0.00127118026477906000;;-0.00076288700372170800;-0.00016749689371015400;0.10864184005286100000;0.15040300628637500000;0.23107799272906700000;0.02857248042551270000;0.32250503539673500000;0.00000000000000000000;0.13138041093808300000;0.02741923417136590000;-0.00095810420939476600;;;
17-10-2002;12067.38000000000000000000;12049.33000000000000000000;11665.65000000000000000000;11961.86000000000000000000;11009.36000000000000000000;;11051.88000000000000000000;21958.77000000000000000000;2589523250086.00000000000000000000;3586156516540.00000000000000000000;5508396848821.00000000000000000000;681710762054.00000000000000000000;7688837522325.00000000000000000000;;3133601667359.00000000000000000000;653746991163.00000000000000000000;23841973558348.00000000000000000000;16508.66000000000000000000;0.00136700589899075000;0.00172778308678816000;0.00146934288534383000;0.00244954808580959000;0.00170247569338056000;;0.00209663069942232000;0.00169961692031325000;0.10861195042217100000;0.15041357661787800000;0.23103778868558900000;0.02859288306757250000;0.32249165546250800000;0.00000000000000000000;0.13143214254852700000;0.02742000319575470000;0.00168907095475599000;;;
18-10-2002;12051.41000000000000000000;12034.52000000000000000000;11649.65000000000000000000;11942.85000000000000000000;10995.99000000000000000000;;11040.06000000000000000000;21909.86000000000000000000;2586800681720.00000000000000000000;3581963800366.00000000000000000000;5410735974920.00000000000000000000;680636669908.00000000000000000000;7679986012773.00000000000000000000;;3129956983149.00000000000000000000;652247065751.00000000000000000000;23722327188587.00000000000000000000;16512.91000000000000000000;-0.00158168640714800000;-0.00148727747213480000;-0.00162989703313514000;-0.00184788938445361000;-0.00147256669848664000;;-0.00132748113022414000;-0.00248724784118533000;0.10904497948938700000;0.15099546397325300000;0.22808622155431500000;0.02869181697466260000;0.32374505046317300000;0.00000000000000000000;0.13194139673846400000;0.02749507080674620000;-0.00154209642369159000;;;
21-10-2002;12080.73000000000000000000;12065.19000000000000000000;11683.27000000000000000000;11974.47000000000000000000;11025.50000000000000000000;;11063.17000000000000000000;21955.94000000000000000000;2593327884747.00000000000000000000;3591148940646.00000000000000000000;5427014811438.00000000000000000000;682535848956.00000000000000000000;7700071453934.00000000000000000000;;3055306256232.00000000000000000000;653696113911.00000000000000000000;23703101309864.00000000000000000000;16525.64000000000000000000;0.00165934063372660000;0.00177464524615610000;0.00211115235715321000;0.00187349552453822000;0.00190949592621069000;;0.00132048288372898000;0.00133033916380532000;0.10940880059723600000;0.15150544621566300000;0.22895800597956200000;0.02879521291468990000;0.32485502016268400000;0.00000000000000000000;0.12889900845846400000;0.02757850567170150000;0.00181493486313139000;;;
22-10-2002;12083.27000000000000000000;12064.88000000000000000000;11663.31000000000000000000;11965.64000000000000000000;11021.80000000000000000000;;11051.81000000000000000000;21963.30000000000000000000;2593705479204.00000000000000000000;3591328840067.00000000000000000000;5417570938146.00000000000000000000;682074081544.00000000000000000000;7698077095556.00000000000000000000;;3055615434390.00000000000000000000;654041383433.00000000000000000000;23692413252340.00000000000000000000;16529.89000000000000000000;-0.00004691296222994730;-0.00028283713947503100;-0.00196702988987264000;-0.00099481722848186400;-0.00059278506656109400;;-0.00128450107433931000;0.00007801757241908430;0.10947409415745500000;0.15158138606721700000;0.22866268963170900000;0.02878871283728910000;0.32491739079368300000;0.00000000000000000000;0.12897020670058600000;0.02760551981206060000;-0.00088254928294992500;;;
23-10-2002;12076.18000000000000000000;12052.57000000000000000000;11672.55000000000000000000;11966.83000000000000000000;11023.65000000000000000000;;11034.26000000000000000000;21927.54000000000000000000;2592794594686.00000000000000000000;3588093571871.00000000000000000000;5422412467636.00000000000000000000;682183488353.00000000000000000000;7699116349591.00000000000000000000;;3052256508058.00000000000000000000;653063617432.00000000000000000000;23689920597627.00000000000000000000;16534.14000000000000000000;-0.00084401085994819300;-0.00127791464974070000;0.00053483733658054900;-0.00015763046751205200;-0.00008924186526018350;;-0.00184631430311357000;-0.00188657449218908000;0.10944716272901800000;0.15146076818131700000;0.22889112039401100000;0.02879636027236550000;0.32499544765727100000;0.00000000000000000000;0.12884198980235300000;0.02756715096366410000;-0.00048694168738167600;;;
24-10-2002;12055.43000000000000000000;12040.80000000000000000000;11643.92000000000000000000;11940.08000000000000000000;11003.62000000000000000000;;11028.20000000000000000000;21917.92000000000000000000;2590235150694.00000000000000000000;3584653908253.00000000000000000000;5408688873662.00000000000000000000;681051372813.00000000000000000000;7685134878915.00000000000000000000;;3050129882602.00000000000000000000;652786051989.00000000000000000000;23652680118928.00000000000000000000;16538.39000000000000000000;-0.00197674736809965000;-0.00123404322865758000;-0.00271278693797675000;-0.00249485852876369000;-0.00207566616713551000;;-0.00080636033196112500;-0.00069582484885555200;0.10951127473377400000;0.15155381505305100000;0.22867128995389000000;0.02879383517591270000;0.32491602813183900000;0.00000000000000000000;0.12895493733757200000;0.02759881961396030000;-0.00189327841441165000;;;
25-10-2002;12075.20000000000000000000;12062.60000000000000000000;11659.43000000000000000000;11952.03000000000000000000;11020.63000000000000000000;;11046.07000000000000000000;21949.20000000000000000000;2599195193711.00000000000000000000;3533933083967.00000000000000000000;5416016895174.00000000000000000000;681722467365.00000000000000000000;7418829387321.00000000000000000000;;3059425706360.00000000000000000000;654805720029.00000000000000000000;23363928453927.00000000000000000000;16542.64000000000000000000;0.00138163686233848000;0.00155192908755463000;0.00107419443909905000;0.00074338547534672300;0.00128771646318789000;;0.00136213510012129000;0.00116918047865579000;0.11124820891471800000;0.15125594528915900000;0.23181105462868700000;0.02917841786364550000;0.31753347481570700000;0.00000000000000000000;0.13094654490117500000;0.02802635358690890000;0.00127917191898744000;;;
28-10-2002;12077.45000000000000000000;12069.55000000000000000000;11660.82000000000000000000;11956.35000000000000000000;11023.20000000000000000000;;11036.82000000000000000000;21956.98000000000000000000;2544222262535.00000000000000000000;3539069621444.00000000000000000000;5434581723225.00000000000000000000;683072014649.00000000000000000000;7420647170793.00000000000000000000;;3053935461304.00000000000000000000;655745249753.00000000000000000000;23331273503703.00000000000000000000;16555.40000000000000000000;-0.00058472771418954900;-0.00019504756434989400;-0.00065183297409085400;-0.00040966310352867200;-0.00053787085112501700;;-0.00160879539028983000;-0.00041665064616354300;0.10904772352573000000;0.15168780310608800000;0.23293120807839600000;0.02927709944939730000;0.31805581335349100000;0.00000000000000000000;0.13089450350060400000;0.02810584898629400000;-0.00065054129721614000;;;
29-10-2002;12080.70000000000000000000;12077.62000000000000000000;11662.60000000000000000000;11963.03000000000000000000;11023.45000000000000000000;;11046.91000000000000000000;21977.24000000000000000000;2544076142316.00000000000000000000;3544982121928.00000000000000000000;5459811911363.00000000000000000000;680600612387.00000000000000000000;7446491827390.00000000000000000000;;3059757117892.00000000000000000000;650173402033.00000000000000000000;23385893135309.00000000000000000000;16559.66000000000000000000;0.00001177558600656740;0.00041111657893479800;-0.00010464847595171400;0.00030125816646453600;-0.00023460557087971600;;0.00065651021708350900;0.00066500322328043100;0.10878678558890900000;0.15158634743676500000;0.23346604210379900000;0.02910304124153380000;0.31841810720271300000;0.00000000000000000000;0.13083772769286500000;0.02780194873341570000;0.00007761838078465320;;;
30-10-2002;12105.31000000000000000000;12096.41000000000000000000;11685.63000000000000000000;11974.61000000000000000000;11041.38000000000000000000;;11066.09000000000000000000;21993.00000000000000000000;2549259336875.00000000000000000000;3554480276073.00000000000000000000;5299430155033.00000000000000000000;681752459729.00000000000000000000;7458624825610.00000000000000000000;;3065663155235.00000000000000000000;650686895930.00000000000000000000;23259897104485.00000000000000000000;16563.92000000000000000000;0.00177784289179852000;0.00129734256221333000;0.00171552261083442000;0.00071029542413692400;0.00136799258197722000;;0.00147750803917883000;0.00045962994229601800;0.10959890860323100000;0.15281582115802300000;0.22783549433721100000;0.02931020961384840000;0.32066456666189700000;0.00000000000000000000;0.13180037475934800000;0.02797462486644160000;0.00145104079641559000;;;
